name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
Dự án Điện khí Long Sơn I,LNG Import,Proposed,2028-2029,Bà Rịa–Vũng Tàu,0,"Sub-site of Long Son Petrochemical Complex; terminal 2.2mtpa; power to serve industrial complex and export to HCMC grid.""",Long Son Petrochemical Complex Feasibility 2023,JBIC financing)
Dự án Điện khí Long Sơn II,LNG Import,Proposed,2030,Bà Rịa–Vũng Tàu,0,Long Son Masterplan 2024,EVN PetroVietnam JV Plan 2024,Long Son industry complex plan 2030 envisages phased power; option for gas-to-grid export after methanol complexes.
Dự án Nhiệt điện khí Hiệp Phước.extend.2,LNG Import,Proposed,2028,Hồ Chí Minh,0,EVN City Power 2024,EVN Media Briefing 2024,Solar hybrid site potential; EVN considering green hydrogen pilots on-site.
Dự án Điện khí Bà Rịa 2,LNG Import,Proposed,2027,Bà Rịa–Vũng Tàu,1200.0,Study E-542 Annex PL9.1,EVN Côn Sơn pipeline reuse study 2023,Near Ba Ria gas turbines; repurposing to CCGT; proximity to Côn Sơn gas field LNG terminal.
Dự án Nhiệt điện khí Miền Trung I (Bình Định),LNG Import,Proposed,2030,Bình Định,750.0,EVN Miền Trung Port Study 2023,PDP8 Scenario Table,Miền Trung coastal site; terminal linkage to PDP8 gas hub; EVN private partner shortlist.
Dự án Nhiệt điện khí Miền Trung II,LNG Import,Proposed,2032,Bình Định,750.0,Ibid,Ibid,Mirror of Miền Trung I; same terminal disposals; potential for coal.port retrofitting.
Dự án Nhà máy Nhiệt điện khí Kiên Giang I,LNG Import,Proposed (FS),2025,Kiên Giang,750.0,PDP8 Annex 5,PV Power Annual Report 2023,Phased deployment after Kiên Giang LNG terminal 2026 (PDP8 slot); long-distance pipeline considered.
Dự án Nhà máy Nhiệt điện khí Kiên Giang II,LNG Import,Proposed,2027,Kiên Giang,750.0,Ibid,MPI 2024 LNG Terminal List,Linked to proposed Kiên Giang LNG terminal; deferred in PDP8 due to gas supply uncertainty.
Dự án Điện khí Long An I,LNG Import,Proposed,2025,Long An,0,"3 GW allocation stakeholder confirmed by PM in 2020; site between MEKONG and HCM City; approved BSOQH 3GW.""",PDP8 Annex 1,Gulf Energy)
Dự án Nhà máy Nhiệt điện khí Long An II,LNG Import,Proposed,2031-2035,Long An,1500.0,PDP8 Annex 1 footnote,Long An Provincial Energy Plan 2024,Deferred from PDP7; LVNE approval 2020; site secured 500ha.
Dự án Nhà máy Nhiệt điện Cố Định Hải Phòng (cogen),Coal Waste Heat / Gas,Operational,2016,Hải Phòng,0,Hai Phong Industrial Zone Masterplan,Hai Phong DPI Press 2016,"Captive plant supplying industrial zone; coal waste heat + oil peakers. Location: Nam Đồn Industrial Zone. Grids sells surplus. Thermal only."""
Công ty Cổ phần Nhiệt điện An Khánh,Coal,Operational,2022 (Phase 1),Bắc Giang,0,Bắc Giang Provincial Report 2023,EVN CFBC acceptance memo 2022,CFB technology; local coal supply; pilot CFBC technology acceptance.
Nhà máy Nhiệt điện Mạo Khê (Mao Khe),Coal Domestic,Operational,"1995 (first unit), expanded 2005-2010s",Quảng Ninh,0,MOCI Energy Database 2022,Vinacomin 2020 CFBC Retrofit Report,"CFB boiler at Mao Khe coal mine mouth; captive + small grid export; sometimes listed as Mao Khe Cogen""."""
Cụm nhà máy nhiệt điện Formosa Hà Tĩnh (co-gen),Coal Import / Waste Heat / Gas,Hà Tĩnh,"Capacity varying; Units 2-5: 1,500 total (co-firing coal + blast furnace gas recovery).",Formosa Plastics Group,0,,,Formosa Energy 2022 Sustainability Report
Công ty Nhiệt điện Cần Thơ (Dự án olefin),Co-Generation (Petrochemical),Planned,PTFE cannot confirm; olefin cracker proposed via PVN,"Cần Thơ,Project under feasibility (for petrochem complex; potential 350-500 MWe net thermal).""",0,PVN 2023 Refinery Complex Pre-Report,,EVN Petrochemical 2023
Nhà máy Nhiệt điện Ô Môn (Hydrogen Pilot),Gas / Hydrogen Ready CCGT,Proposed Pilot,2028,Cần Thơ,0,Hydrogen pilot under EVN - JICA funded feasibility; Blue Whale gas field adaptation.,EVN O Mon Unit 2025 Press Kit,Mitsubishi Hitachi Power Systems)
