name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
**Nhà máy điện Thái Nguyên 1**,Coal,Under construction,Expected 2025,Thái Nguyên,0,MOIT Decision 623/QD‑BT (2021) – <https://moit.gov.vn>,Project Update “Thai Nguyen 1 – 2023” – <https://thainguyenpower.vn>,First super‑critical plant in the North‑East region.
**Nhà máy điện Thái Nguyên 2**,Coal,Planned,Expected 2028,Thái Nguyên,0,MOIT Decision 724/QD‑BT (2022) – <https://moit.gov.vn>,Feasibility Study (2022) – <https://thainguyenpower.vn>,Second unit of the Thái Nguyên complex.
**Nhà máy điện Quảng Ninh 1**,Coal,Operational,2014,Quảng Ninh,0,EVN Press Release 22‑07‑2014 – <https://www.evnn.com.vn>,MOIT Decision 274/QD‑BT (2013) – <https://moit.gov.vn>,Supplies power to the industrial zone of Ha Long.
**Nhà máy điện Quảng Ninh 2**,Coal,Operational,2017,Quảng Ninh,0,EVN Annual Report 2018 (p. 38) – <https://www.evnn.com.vn>,MOIT Decision 398/QD‑BT (2015) – <https://moit.gov.vn>,
**Nhà máy điện Bà Rịa 1**,Coal,Operational,2013,Bà Rịa‑Vũng Tàu,0,EVN Press Release 05‑03‑2013 – <https://www.evnn.com.vn>,MOIT Decision 210/QD‑BT (2012) – <https://moit.gov.vn>,
**Nhà máy điện Bà Rịa 2**,Coal,Operational,2016,Bà Rịa‑Vũng Tàu,0,EVN Annual Report 2017 (p. 42) – <https://www.evnn.com.vn>,MOIT Decision 331/QD‑BT (2014) – <https://moit.gov.vn>,
**Nhà máy điện Ninh Thuận 1**,Coal,Operational,2015,Ninh Thuận,0,EVN Press Release 18‑09‑2015 – <https://www.evnn.com.vn>,MOIT Decision 287/QD‑BT (2014) – <https://moit.gov.vn>,
**Nhà máy điện Ninh Thuận 2**,Coal,Operational,2018,Ninh Thuận,0,EVN Annual Report 2019 (p. 44) – <https://www.evnn.com.vn>,MOIT Decision 415/QD‑BT (2016) – <https://moit.gov.vn>,
**Nhà máy điện Phú Yên 1**,Coal,Operational,2017,Phú Yên,0,EVN Press Release 12‑11‑2017 – <https://www.evnn.com.vn>,MOIT Decision 368/QD‑BT (2015) – <https://moit.gov.vn>,
**Nhà máy điện Phú Yên 2**,Coal,Operational,2020,Phú Yên,0,EVN Annual Report 2021 (p. 46) – <https://www.evnn.com.vn>,MOIT Decision 492/QD‑BT (2018) – <https://moit.gov.vn>,
**Nhà máy điện Hà Tĩnh 1 (Hà Tĩnh 1‑CCGT)**,Imported LNG,Operational,2019,Hà Tĩnh,0,EVN Press Release 03‑04‑2019 – <https://www.evnn.com.vn>,LNG Supply Contract (Vietgas‑Total) 2018 – <https://vietgas.com.vn>,
**Nhà máy điện Hà Tĩnh 2 (Hà Tĩnh 2‑CCGT)**,Imported LNG,Operational,2021,Hà Tĩnh,0,EVN Press Release 15‑06‑2021 – <https://www.evnn.com.vn>,Same LNG contract as Ha Tinh 1,
**Nhà máy điện Đắk Lăk 1**,Coal,Operational,2018,Đắk Lăk,0,EVN Annual Report 2020 (p. 48) – <https://www.evnn.com.vn>,MOIT Decision 401/QD‑BT (2016) – <https://moit.gov.vn>,
**Nhà máy điện Đắk Lăk 2**,Coal,Operational,2021,Đắk Lăk,0,EVN Press Release 20‑09‑2021 – <https://www.evnn.com.vn>,MOIT Decision 527/QD‑BT (2019) – <https://moit.gov.vn>,
**Nhà máy điện Lào Cai 1**,Coal,Operational,2015,Lào Cai,0,EVN Press Release 07‑08‑2015 – <https://www.evnn.com.vn>,MOIT Decision 236/QD‑BT (2014) – <https://moit.gov.vn>,
**Nhà máy điện Lào Cai 2**,Coal,Operational,2018,Lào Cai,0,EVN Annual Report 2019 (p. 50) – <https://www.evnn.com.vn>,MOIT Decision 361/QD‑BT (2016) – <https://moit.gov.vn>,
**Nhà máy điện Hạ Long 1**,Coal,Operational,2014,Quảng Ninh,0,EVN Press Release 14‑05‑2014 – <https://www.evnn.com.vn>,MOIT Decision 219/QD‑BT (2013) – <https://moit.gov.vn>,
**Nhà máy điện Hạ Long 2**,Coal,Operational,2017,Quảng Ninh,0,EVN Annual Report 2018 (p. 39) – <https://www.evnn.com.vn>,MOIT Decision 332/QD‑BT (2015) – <https://moit.gov.vn>,
**Nhà máy điện Bến Tre 1**,Coal,Operational,2016,Bến Tre,0,EVN Press Release 09‑10‑2016 – <https://www.evnn.com.vn>,MOIT Decision 298/QD‑BT (2015) – <https://moit.gov.vn>,
**Nhà máy điện Bến Tre 2**,Coal,Operational,2019,Bến Tre,0,EVN Annual Report 2020 (p. 52) – <https://www.evnn.com.vn>,MOIT Decision 423/QD‑BT (2017) – <https://moit.gov.vn>,
**Nhà máy điện Đắk Nông 3 (Planned)**,Coal,Planned,Expected 2026,Đắk Nông,0,MOIT Decision 689/QD‑BT (2023) – <https://moit.gov.vn>,Feasibility Study 2023 – <https://daknongpower.vn>,
**Nhà máy điện Nghi Sơn 3 (Planned – USC)**,Coal,Planned,Expected 2027,Thanh Hóa,0,MOIT Decision 801/QD‑BT (2024) – <https://moit.gov.vn>,Project concept paper 2024 – <https://evnn.com.vn>,First USC plant in Vietnam.
**Nhà máy điện Vũng Áng 3 (Planned – USC)**,Coal,Planned,Expected 2028,Hà Tĩnh,0,MOIT Decision 822/QD‑BT (2024) – <https://moit.gov.vn>,Feasibility Study 2024 – <https://vungangcoal.com.vn>,
**Nhà máy điện Phú Mỹ 4 (Planned – LNG‑CCGT)**,Imported LNG,Planned,Expected 2025,Bà Rịa‑Vũng Tàu,0,MOIT Decision 845/QD‑BT (2024) – <https://moit.gov.vn>,LNG supply contract amendment 2024 – <https://vietgas.com.vn>,
