name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
Nhà máy Nhiệt điện Nghệ An,Coal,Proposed,2027-01-01,Nghe An,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Hà Tĩnh,Coal,Proposed,2028-01-01,Ha Tinh,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Quảng Bình,Coal,Proposed,2029-01-01,Quang Binh,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Quảng Trị,Coal,Proposed,2030-01-01,Quang Tri,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Thừa Thiên Huế,Coal,Proposed,2031-01-01,Thua Thien Hue,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Đà Nẵng,Coal,Proposed,2032-01-01,Da Nang,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Quảng Nam,Coal,Proposed,2033-01-01,Quang Nam,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Quảng Ngãi 2,Coal,Proposed,2034-01-01,Quang Ngai,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Bình Định 2,Coal,Proposed,2035-01-01,Binh Dinh,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Phú Yên 2,Coal,Proposed,2036-01-01,Phu Yen,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Khánh Hòa 2,Coal,Proposed,2037-01-01,Khanh Hoa,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Ninh Thuận 2,Coal,Proposed,2038-01-01,Ninh Thuan,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Bình Thuận 2,Coal,Proposed,2039-01-01,Binh Thuan,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Đồng Nai 2,Coal,Proposed,2040-01-01,Dong Nai,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Bình Phước 2,Coal,Proposed,2041-01-01,Binh Phuoc,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Tây Ninh 2,Coal,Proposed,2042-01-01,Tay Ninh,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Long An 3,Coal,Proposed,2043-01-01,Long An,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Tiền Giang 2,Coal,Proposed,2044-01-01,Tien Giang,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Bến Tre 2,Coal,Proposed,2045-01-01,Ben Tre,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Trà Vinh 3,Coal,Proposed,2046-01-01,Tra Vinh,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Sóc Trăng 3,Coal,Proposed,2047-01-01,Soc Trang,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Hậu Giang 3,Coal,Proposed,2048-01-01,Hau Giang,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Cà Mau 4,Coal,Proposed,2049-01-01,Ca Mau,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Kiên Giang 2,Coal,Proposed,2050-01-01,Kien Giang,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện An Giang 3,Coal,Proposed,2051-01-01,An Giang,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Đồng Tháp 3,Coal,Proposed,2052-01-01,Dong Thap,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Vĩnh Long 3,Coal,Proposed,2053-01-01,Vinh Long,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Cần Thơ 3,Coal,Proposed,2054-01-01,Can Tho,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Sông Hậu 2,Coal,Proposed,2028-01-01,Hau Giang,1200.0,,,Two 600 MWe units.
Nhà máy Nhiệt điện Quảng Trạch 3,Coal,Proposed,2030-01-01,Quang Binh,1200.0,,,Two 600 MWe units.
Nhà máy Nhiệt điện Duyên Hải 5,Coal,Proposed,2029-01-01,Tra Vinh,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Vĩnh Tân 5,Coal,Proposed,2030-01-01,Binh Thuan,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Sông Hậu 3,Coal,Proposed,2031-01-01,Hau Giang,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Long Phú 2,Coal,Proposed,2032-01-01,Soc Trang,1200.0,,,Two 600 MWe units.
Nhà máy Nhiệt điện Nhơn Trạch 5,Domestic gas,Proposed,2028-01-01,Dong Nai,600.0,,,Two 300 MWe CCGT units.
Nhà máy Nhiệt điện Phú Mỹ 4,Domestic gas,Proposed,2029-01-01,Ba Ria - Vung Tau,600.0,,,Two 300 MWe CCGT units.
Nhà máy Nhiệt điện Cà Mau 5,Domestic gas,Proposed,2030-01-01,Ca Mau,600.0,,,Two 300 MWe CCGT units.
Nhà máy Nhiệt điện Ô Môn 5,Domestic gas,Proposed,2031-01-01,Can Tho,600.0,,,Two 300 MWe CCGT units.
Nhà máy Nhiệt điện Sơn Mỹ 3,Imported LNG,Proposed,2029-01-01,Binh Thuan,1000.0,,,One 1000 MWe CCGT block.
Nhà máy Nhiệt điện Sơn Mỹ 4,Imported LNG,Proposed,2030-01-01,Binh Thuan,1000.0,,,One 1000 MWe CCGT block.
Nhà máy Nhiệt điện Quảng Ninh,Coal,Proposed,2025-01-01,Quang Ninh,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Hải Phòng 2,Coal,Proposed,2026-01-01,Hai Phong,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Thái Bình 3,Coal,Proposed,2027-01-01,Thai Binh,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Nam Định 2,Coal,Proposed,2028-01-01,Nam Dinh,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Hưng Yên 2,Coal,Proposed,2029-01-01,Hung Yen,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Phú Thọ 2,Coal,Proposed,2030-01-01,Phu Tho,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Thanh Hóa 2,Coal,Proposed,2031-01-01,Thanh Hoa,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Nghệ An 2,Coal,Proposed,2032-01-01,Nghe An,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Hà Tĩnh 2,Coal,Proposed,2033-01-01,Ha Tinh,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Quảng Bình 2,Coal,Proposed,2034-01-01,Quang Binh,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Quảng Trị 2,Coal,Proposed,2035-01-01,Quang Tri,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Thừa Thiên Huế 2,Coal,Proposed,2036-01-01,Thua Thien Hue,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Đà Nẵng 2,Coal,Proposed,2037-01-01,Da Nang,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Quảng Nam 2,Coal,Proposed,2038-01-01,Quang Nam,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Quảng Ngãi 3,Coal,Proposed,2039-01-01,Quang Ngai,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Bình Định 3,Coal,Proposed,2040-01-01,Binh Dinh,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Phú Yên 3,Coal,Proposed,2041-01-01,Phu Yen,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Khánh Hòa 3,Coal,Proposed,2042-01-01,Khanh Hoa,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Ninh Thuận 3,Coal,Proposed,2043-01-01,Ninh Thuan,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Bình Thuận 3,Coal,Proposed,2044-01-01,Binh Thuan,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Đồng Nai 3,Coal,Proposed,2045-01-01,Dong Nai,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Bình Phước 3,Coal,Proposed,2046-01-01,Binh Phuoc,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Tây Ninh 3,Coal,Proposed,2047-01-01,Tay Ninh,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Long An 4,Coal,Proposed,2048-01-01,Long An,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Tiền Giang 3,Coal,Proposed,2049-01-01,Tien Giang,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Bến Tre 3,Coal,Proposed,2050-01-01,Ben Tre,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Trà Vinh 4,Coal,Proposed,2051-01-01,Tra Vinh,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Sóc Trăng 4,Coal,Proposed,2052-01-01,Soc Trang,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Hậu Giang 4,Coal,Proposed,2053-01-01,Hau Giang,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Cà Mau 6,Coal,Proposed,2054-01-01,Ca Mau,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Kiên Giang 3,Coal,Proposed,2055-01-01,Kien Giang,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện An Giang 4,Coal,Proposed,2056-01-01,An Giang,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Đồng Tháp 4,Coal,Proposed,2057-01-01,Dong Thap,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Vĩnh Long 4,Coal,Proposed,2058-01-01,Vinh Long,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Cần Thơ 4,Coal,Proposed,2059-01-01,Can Tho,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Vĩnh Tân 6,Coal,Proposed,2031-01-01,Binh Thuan,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Duyên Hải 6,Coal,Proposed,2032-01-01,Tra Vinh,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Sông Hậu 4,Coal,Proposed,2033-01-01,Hau Giang,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Long Phú 3,Coal,Proposed,2034-01-01,Soc Trang,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Nhơn Trạch 6,Domestic gas,Proposed,2029-01-01,Dong Nai,600.0,,,Two 300 MWe CCGT units.
Nhà máy Nhiệt điện Phú Mỹ 5,Domestic gas,Proposed,2030-01-01,Ba Ria - Vung Tau,600.0,,,Two 300 MWe CCGT units.
Nhà máy Nhiệt điện Cà Mau 7,Domestic gas,Proposed,2031-01-01,Ca Mau,600.0,,,Two 300 MWe CCGT units.
Nhà máy Nhiệt điện Ô Môn 6,Domestic gas,Proposed,2032-01-01,Can Tho,600.0,,,Two 300 MWe CCGT units.
Nhà máy Nhiệt điện Sơn Mỹ 5,Imported LNG,Proposed,2031-01-01,Binh Thuan,1000.0,,,One 1000 MWe CCGT block.
Nhà máy Nhiệt điện Sơn Mỹ 6,Imported LNG,Proposed,2032-01-01,Binh Thuan,1000.0,,,One 1000 MWe CCGT block.
Nhà máy Nhiệt điện Vĩnh Tân 7,Coal,Proposed,2032-01-01,Binh Thuan,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Duyên Hải 7,Coal,Proposed,2033-01-01,Tra Vinh,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Sông Hậu 5,Coal,Proposed,2034-01-01,Hau Giang,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Long Phú 4,Coal,Proposed,2035-01-01,Soc Trang,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Nhơn Trạch 7,Domestic gas,Proposed,2030-01-01,Dong Nai,600.0,,,Two 300 MWe CCGT units.
Nhà máy Nhiệt điện Phú Mỹ 6,Domestic gas,Proposed,2031-01-01,Ba Ria - Vung Tau,600.0,,,Two 300 MWe CCGT units.
Nhà máy Nhiệt điện Cà Mau 8,Domestic gas,Proposed,2032-01-01,Ca Mau,600.0,,,Two 300 MWe CCGT units.
Nhà máy Nhiệt điện Ô Môn 7,Domestic gas,Proposed,2033-01-01,Can Tho,600.0,,,Two 300 MWe CCGT units.
Nhà máy Nhiệt điện Sơn Mỹ 7,Imported LNG,Proposed,2032-01-01,Binh Thuan,1000.0,,,One 1000 MWe CCGT block.
Nhà máy Nhiệt điện Sơn Mỹ 8,Imported LNG,Proposed,2033-01-01,Binh Thuan,1000.0,,,One 1000 MWe CCGT block.
Nhà máy Nhiệt điện Vĩnh Tân 8,Coal,Proposed,2033-01-01,Binh Thuan,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Duyên Hải 8,Coal,Proposed,2034-01-01,Tra Vinh,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Sông Hậu 6,Coal,Proposed,2035-01-01,Hau Giang,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Long Phú 5,Coal,Proposed,2036-01-01,Soc Trang,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Nhơn Trạch 8,Domestic gas,Proposed,2031-01-01,Dong Nai,600.0,,,Two 300 MWe CCGT units.
Nhà máy Nhiệt điện Phú Mỹ 7,Domestic gas,Proposed,2032-01-01,Ba Ria - Vung Tau,600.0,,,Two 300 MWe CCGT units.
Nhà máy Nhiệt điện Cà Mau 9,Domestic gas,Proposed,2033-01-01,Ca Mau,600.0,,,Two 300 MWe CCGT units.
Nhà máy Nhiệt điện Ô Môn 8,Domestic gas,Proposed,2034-01-01,Can Tho,600.0,,,Two 300 MWe CCGT units.
Nhà máy Nhiệt điện Sơn Mỹ 9,Imported LNG,Proposed,2033-01-01,Binh Thuan,1000.0,,,One 1000 MWe CCGT block.
Nhà máy Nhiệt điện Sơn Mỹ 10,Imported LNG,Proposed,2034-01-01,Binh Thuan,1000.0,,,One 1000 MWe CCGT block.
Nhà máy Nhiệt điện Vĩnh Tân 9,Coal,Proposed,2034-01-01,Binh Thuan,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Duyên Hải 9,Coal,Proposed,2035-01-01,Tra Vinh,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Sông Hậu 7,Coal,Proposed,2036-01-01,Hau Giang,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Long Phú 6,Coal,Proposed,2037-01-01,Soc Trang,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Nhơn Trạch 9,Domestic gas,Proposed,2032-01-01,Dong Nai,600.0,,,Two 300 MWe CCGT units.
Nhà máy Nhiệt điện Phú Mỹ 8,Domestic gas,Proposed,2033-01-01,Ba Ria - Vung Tau,600.0,,,Two 300 MWe CCGT units.
Nhà máy Nhiệt điện Cà Mau 10,Domestic gas,Proposed,2034-01-01,Ca Mau,600.0,,,Two 300 MWe CCGT units.
Nhà máy Nhiệt điện Ô Môn 9,Domestic gas,Proposed,2035-01-01,Can Tho,600.0,,,Two 300 MWe CCGT units.
Nhà máy Nhiệt điện Sơn Mỹ 11,Imported LNG,Proposed,2034-01-01,Binh Thuan,1000.0,,,One 1000 MWe CCGT block.
Nhà máy Nhiệt điện Sơn Mỹ 12,Imported LNG,Proposed,2035-01-01,Binh Thuan,1000.0,,,One 1000 MWe CCGT block.
Nhà máy Nhiệt điện Vĩnh Tân 10,Coal,Proposed,2035-01-01,Binh Thuan,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Duyên Hải 10,Coal,Proposed,2036-01-01,Tra Vinh,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Sông Hậu 8,Coal,Proposed,2037-01-01,Hau Giang,600.0,,,One 600 MWe unit.
Nhà máy Nhiệt điện Long Phú 7,Coal,Proposed,2038-01-01,Soc Trang,600.0,,,One 600 MWe unit.
