match_type,reference_name,system_name,reference_province,system_province,reference_fuel,system_fuel,reference_capacity_mwe,system_capacity_mwe,capacity_diff_pct,fuel_match,status_match,province_match,reference_source_ref,system_source_ref,similarity_score
fuzzy_capacity_diff,Hai Phong 1,Công ty Cổ phần Nhiệt điện Hải Phòng,hai phong,hai phong,coal,coal,600.0,650.0,8.3,True,True,True,,,90.0
fuzzy_capacity_diff,Hai Phong 2,Công ty Cổ phần Nhiệt điện Hải Phòng,hai phong,hai phong,coal,coal,600.0,1.0,99.8,True,True,True,,,90.0
fuzzy_capacity_diff,Hải Phòng,Công ty Cổ phần Nhiệt điện Hải Phòng,hai phong,hai phong,gas,coal,500.0,0.0,100.0,False,False,True,,,100.0
fuzzy_capacity_diff,LNG Bình Định,Công ty Cổ phần Nhiệt điện Bình Định,binh đinh,binh đinh,gas,coal,5000.0,1.0,100.0,False,False,True,,,100.0
fuzzy_capacity_diff,LNG Bến Tre,Công ty CP Nhiệt điện Bến Tre,ben tre,ben tre,gas,coal,3000.0,1.0,100.0,False,True,True,,,100.0
fuzzy_capacity_diff,LNG Hà Tĩnh,UBND tỉnh Hà Tĩnh,ha tinh,ha tinh,gas,coal,6000.0,1.0,100.0,False,False,True,,,100.0
fuzzy_capacity_diff,LNG Nghi Sơn (Thanh Hóa),Công ty Cổ phần Xi măng Nghi Sơn,thanh hoa,49,gas,coal,5000.0,0.0,100.0,False,False,False,,,100.0
fuzzy,LNG Nhơn Trạch 4,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,đong nai,đong nai,gas,unknown,750.0,750.0,0.0,False,False,True,,,91.66666666666666
fuzzy_capacity_diff,LNG Quảng Nam,UBND tỉnh Quảng Nam,quang nam,quang nam,gas,coal,4000.0,1.0,100.0,False,False,True,,,100.0
fuzzy_capacity_diff,LNG Quảng Ninh 1 (Cẩm Phả),Công ty Cổ phần Nhiệt điện Quảng Ninh - Công ty con của Tổng Công ty Phát điện 1 (EVN GENCO 1),quang ninh,quang ninh,gas,coal,1500.0,120.0,92.0,False,False,True,,,91.66666666666666
exact_capacity_diff,Lee & Man,Công ty TNHH Samsung C&T Việt Nam – Formosa Plastics (Captive),hau giang,600,coal,coal,125.0,0.0,100.0,True,False,False,,,33.333333333333336
exact_capacity_diff,Mao Khe,UBND tỉnh Than - Than Donc Moi (Quảng Ninh),quang ninh,quang ninh,coal,coal,440.0,0.0,100.0,True,False,True,,,42.85714285714286
exact_capacity_diff,Na Dương 1,Tổng Công ty Phát điện 1 (EVN GENCO 1),lang son,quang ninh,coal,coal,110.0,110.0,0.0,True,True,False,,,60.0
exact_capacity_diff,Na Dương 2,Công ty cổ phần nhiệt điện Ô Môn,lang son,can tho,coal,coal,110.0,1.0,99.1,True,True,False,,,53.333333333333336
fuzzy_capacity_diff,Nghi Son 1,Công ty CP Nhiệt điện Nghi Sơn 3,thanh hoa,son la,coal,coal,600.0,1.0,99.8,True,False,False,,,90.0
fuzzy_capacity_diff,Ninh Binh,Công ty CP Phân Đạm và Hóa Chất Ninh Bình,ninh binh,evn / petrovietnam,coal,coal,100.0,0.0,100.0,True,False,False,,,100.0
exact_capacity_diff,Nong Son 1,Công ty Điện lực Khánh Hòa,quang nam,khanh hoa,coal,unknown,30.0,20.0,33.3,False,False,False,,,55.55555555555556
exact_capacity_diff,NĐ Cần Thơ,Tổng Công ty Điện lực Dầu khí Việt Nam – EVN-PV Power,can tho,son la,unknown,coal,165.0,120.0,27.3,False,True,False,,,60.0
exact_capacity_diff,NĐ Hiệp Phước,Tổng Công ty Điện lực Dầu khí Việt Nam – EVN-PV Power,tp ho chi minh,son la,unknown,coal,310.0,1.0,99.7,False,True,False,,,46.15384615384615
exact_capacity_diff,NĐ LNG miền Bắc,"Công ty Cổ phần Phân bón Dầu khí (PetroVietnam Fertilizer), PVFCCo","thai binh, nam đinh, nghi son, thanh hoa",petrovietnam,gas,unknown,0.0,0.0,,False,False,False,,,46.666666666666664
exact_capacity_diff,NĐ Thủ Đức,Tổng Công ty Điện lực Dầu khí Việt Nam – EVN-PV Power,tp ho chi minh,son la,gas,coal,290.0,150.0,48.3,False,True,False,,,50.0
exact_capacity_diff,NĐ Ô Môn I,UBND tỉnh Phú Thọ,can tho,phu tho,unknown,coal,660.0,600.0,9.1,False,False,False,,,40.0
exact_capacity_diff,Phả Lại 1,Công ty Cổ phần Nhiệt điện Sơn La,hai duong,600,coal,coal,440.0,0.0,100.0,True,False,False,,,55.55555555555556
exact_capacity_diff,Phả Lại 2,UBND tỉnh Cao Bằng,hai duong,cao bang,coal,coal,600.0,525.0,12.5,True,False,False,,,44.44444444444444
exact_capacity_diff,Phả Lại 3,Công ty cổ phần nhiệt điện Ô Môn,hai duong,can tho,coal,coal,660.0,600.0,9.1,True,False,False,,,55.55555555555556
fuzzy,Quang Ninh 1,Công ty Cổ phần Nhiệt điện Quảng Ninh,quang ninh,quang ninh,gas,coal,600.0,600.0,0.0,False,False,True,,,90.9090909090909
fuzzy_capacity_diff,Quang Ninh 2,"UBND tỉnh Quảng Ninh, Vinacomin",quang ninh,quang ninh,gas,coal,600.0,1.0,99.8,False,True,True,,,91.66666666666666
fuzzy_capacity_diff,Quang Ninh 3,Công ty Cổ phần Nhiệt điện Quảng Ninh,quang ninh,quang ninh,gas,coal,1200.0,720.0,40.0,False,False,True,,,90.9090909090909
exact_capacity_diff,Son Dong,Tập đoàn Điện lực Việt Nam (EVN),bac giang,binh thuan,coal,coal,220.0,1.0,99.5,True,True,False,,,50.0
exact_capacity_diff,TBKHH Bà Rịa 1,Tổng Công ty Điện lực Dầu khí Việt Nam – EVN-PV Power,ba ria - vung tau,son la,gas,coal,169.0,1.0,99.4,False,True,False,,,50.0
exact_capacity_diff,TBKHH Bà Rịa 2,Công ty Cổ phần Viglacera Hạ Long,ba ria - vung tau,viglacera,gas,unknown,175.0,0.0,100.0,False,False,False,,,50.0
fuzzy_capacity_diff,TBKHH Dung Quất I,Công ty Cổ phần Lọc dầu Dung Quất,quang ngai,pvn + partners,gas,unknown,750.0,0.0,100.0,False,False,False,,,90.0
exact_capacity_diff,TBKHH Nhơn Trạch I,Công ty Cổ phần Sông Đà 10 - Thủy điện Miền núi,đong nai,song đa 10 jsc,gas,coal,465.0,0.0,100.0,False,False,False,,,58.33333333333333
fuzzy,TBKHH Nhơn Trạch II,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,đong nai,đong nai,gas,unknown,750.0,750.0,0.0,False,True,True,,,100.0
exact_capacity_diff,TBKHH Phú Mỹ 2.1,Tổng Công ty Điện lực Dầu khí Việt Nam – EVN-PV Power,ba ria - vung tau,son la,gas,coal,499.0,110.0,78.0,False,True,False,,,30.000000000000004
exact_capacity_diff,TBKHH Phú Mỹ 2.1 MR,Tập đoàn Điện lực Việt Nam (EVN),ba ria - vung tau,binh thuan,gas,coal,450.0,1.0,99.8,False,True,False,,,33.333333333333336
exact_capacity_diff,TBKHH Phú Mỹ 2.2,Tổng Công ty Điện lực Dầu khí Việt Nam – EVN-PV Power,ba ria - vung tau,son la,gas,coal,740.0,600.0,18.9,False,True,False,,,30.000000000000004
exact_capacity_diff,TBKHH Phú Mỹ 4,Công ty Cổ phần Điện lực sông Hồng – GENCO 3,ba ria - vung tau,nam đinh,gas,coal,468.0,1.0,99.8,False,False,False,,,37.5
exact_capacity_diff,TBKHH Quảng Trị (khí Báo Vàng),Công ty Cổ phần Tập đoàn Hóa chất Việt Nam (Vinachem),quang tri,vinachem,gas,coal,340.0,0.0,100.0,False,False,False,,,53.333333333333336
exact_capacity_diff,TBKHH Ô Môn I,Công ty cổ phần nhiệt điện Ô Môn,can tho,can tho,gas,coal,660.0,600.0,9.1,False,False,True,,,83.33333333333334
exact_capacity_diff,Thang Long,Tập đoàn Điện lực Việt Nam (EVN),quang ninh,binh thuan,coal,coal,600.0,1.0,99.8,True,True,False,,,55.55555555555556
fuzzy,Thái Bình 1,Công ty Cổ phần Nhiệt điện Thái Bình,thai binh,thai binh,coal,coal,600.0,600.0,0.0,True,False,True,,,90.0
exact_capacity_diff,Uong Bi I,Công ty Cổ phần Phân lân nung chảy Văn Điển,quang ninh,van đien jsc,coal,coal,105.0,0.0,100.0,True,False,False,,,58.82352941176471
exact_capacity_diff,Uong Bi I extension,Công ty Cổ phần Điện lực Dầu khí Sóc Trăng,quang ninh,100,coal,unknown,300.0,0.0,100.0,False,False,False,,,47.36842105263158
exact_capacity_diff,Uong Bi II extension,Công ty Cổ phần Xi măng Vicem Hoàng Mai,quang ninh,50,coal,coal,330.0,0.0,100.0,True,True,False,,,43.24324324324324
exact_capacity_diff,Vedan Vietnam Cogeneration power station,Công ty Cổ phần Thủy điện Sông Gianh,đong nai,quang binh,coal,coal,60.0,0.0,100.0,True,False,False,,,41.666666666666664
fuzzy_capacity_diff,Vinh Tan 1,Công ty Cổ phần Nhiệt điện Vĩnh Tân 4,binh thuan,bin thuan,coal,coal,1200.0,1.0,99.9,True,True,False,,,90.0
fuzzy_capacity_diff,Vinh Tan 4,Công ty Cổ phần Nhiệt điện Vĩnh Tân 3,binh thuan,binh thuan,coal,coal,1200.0,1.0,99.9,True,True,True,,,90.0
exact_capacity_diff,Vinh Tan 4 extension,Tổng Công ty Phát điện 1 (EVN GENCO 1),binh thuan,quang ninh,coal,coal,600.0,550.0,8.3,True,True,False,,,40.0
reference_only,Bạc Liêu 1,,bac lieu,,coal,,1200.0,,,,,,,,
reference_only,Cà Mau I,,ca mau,,gas,,771.0,,,,,,,,
reference_only,Cà Mau II,,ca mau,,gas,,771.0,,,,,,,,
reference_only,Dung Quat Special Economic Zone (J-Power) Phase I,,quang ngai,,coal,,2400.0,,,,,,,,
reference_only,Dung Quat Special Economic Zone (J-Power) Phase II,,quang ngai,,coal,,2000.0,,,,,,,,
reference_only,Hai Ha CHP Phase 2,,quang ninh,,coal,,750.0,,,,,,,,
reference_only,Hai Phong 3,,hai phong,,coal,,1200.0,,,,,,,,
reference_only,LNG Bà Rịa 2,,ba ria - vung tau,,gas,,1200.0,,,,,,,,
reference_only,LNG Bạc Liêu,,bac lieu,,gas,,3200.0,,,,,,,,
reference_only,LNG Chân Mây,,hue,,gas,,4000.0,,,,,,,,
reference_only,LNG Cà Mau 1,,ca mau,,gas,,1500.0,,,,,,,,
reference_only,"LNG Cà Mau 2,3",,ca mau,,gas,,3000.0,,,,,,,,
reference_only,LNG Cà Ná,,ninh thuan,,gas,,1500.0,,,,,,,,
reference_only,LNG Cà Ná II+III,,ninh thuan,,gas,,4500.0,,,,,,,,
reference_only,LNG Cái Mép Hạ,,ba ria - vung tau,,gas,,6000.0,,,,,,,,
reference_only,LNG Hiệp Phước (phase I),,tp ho chi minh,,gas,,1200.0,,,,,,,,
reference_only,LNG Hiệp Phước (phase II),,tp ho chi minh,,gas,,1500.0,,,,,,,,
reference_only,LNG Hải Lăng,,quang tri,,gas,,1500.0,,,,,,,,
reference_only,LNG Hải Lăng (2 and 3),,quang tri,,gas,,4500.0,,,,,,,,
reference_only,LNG Hải Phòng 1 (Tiên Lãng),,hai phong,,coal,,4500.0,,,,,,,,
reference_only,LNG Hải Phòng 2 (Cát Hải),,hai phong,,coal,,1600.0,,,,,,,,
reference_only,LNG Hải Phòng 3 (Cát Hải),,hai phong,,coal,,4500.0,,,,,,,,
reference_only,LNG Hải Phòng 4 (Đồ Sơn),,hai phong,,gas,,4500.0,,,,,,,,
reference_only,LNG Long An I,,long an,,gas,,1500.0,,,,,,,,
reference_only,LNG Long An I phase 2,,long an,,gas,,1500.0,,,,,,,,
reference_only,LNG Long An II,,long an,,gas,,1500.0,,,,,,,,
reference_only,LNG Long An II phase 2,,long an,,gas,,1500.0,,,,,,,,
reference_only,LNG Long Sơn,,ba ria - vung tau,,gas,,1200.0,,,,,,,,
reference_only,LNG Long Sơn II+III,,ba ria - vung tau,,gas,,3200.0,,,,,,,,
reference_only,LNG Long Sơn IV (địa điểm Tây),,ba ria - vung tau,,gas,,3600.0,,,,,,,,
reference_only,LNG Mũi Kê Gà 1,,binh thuan,,gas,,1200.0,,,,,,,,
reference_only,"LNG Mũi Kê Gà 2,3",,binh thuan,,gas,,2400.0,,,,,,,,
reference_only,LNG Mỹ Giang,,khanh hoa,,gas,,6000.0,,,,,,,,
reference_only,LNG Nhơn Trạch 3,,đong nai,,gas,,750.0,,,,,,,,
reference_only,LNG Núi Thành (Quảng Nam),,quang nam,,gas,,3200.0,,,,,,,,
reference_only,LNG Phong Điền – Huế,,hue,,gas,,3000.0,,,,,,,,
reference_only,LNG Phú Mỹ 3.1,,ba ria - vung tau,,gas,,850.0,,,,,,,,
reference_only,LNG Quảng Bình,,quang binh,,gas,,3000.0,,,,,,,,
reference_only,LNG Quảng Ninh 2 (Cẩm Phả),,quang ninh,,gas,,1500.0,,,,,,,,
reference_only,LNG Quảng Ninh 3 (Quảng Yên),,quang ninh,,gas,,4500.0,,,,,,,,
reference_only,LNG Quảng Ninh 4 (Hải Hà),,quang ninh,,gas,,3000.0,,,,,,,,
reference_only,LNG Quảng Trạch 2,,quang binh,,gas,,1500.0,,,,,,,,
reference_only,LNG Quỳnh Lập,,nghe an,,gas,,1500.0,,,,,,,,
reference_only,LNG Sông Đốc (Cà Mau),,ca mau,,gas,,3000.0,,,,,,,,
reference_only,LNG Sơn Mỹ I,,binh thuan,,gas,,2250.0,,,,,,,,
reference_only,LNG Sơn Mỹ II,,binh thuan,,gas,,2250.0,,,,,,,,
reference_only,LNG Thái Bình,,thai binh,,gas,,4500.0,,,,,,,,
reference_only,LNG Tân Phước,,tien giang,,gas,,4500.0,,,,,,,,
reference_only,"LNG Tân Thuận – Đầm Dơi, Cà Mau",,ca mau,,gas,,3200.0,,,,,,,,
reference_only,LNG Vân Phong (J-Power),,khanh hoa,,gas,,3000.0,,,,,,,,
reference_only,LNG Vân Phong (Mỹ Giang) phase 1,,khanh hoa,,gas,,3000.0,,,,,,,,
reference_only,LNG Vân Phong (Mỹ Giang) phase 2,,khanh hoa,,gas,,3000.0,,,,,,,,
reference_only,LNG miền Nam,,"hiep phuoc 2, ben tre, mui ke ga, ca mau,",,gas,,1500.0,,,,,,,,
reference_only,Long An 2,,long an,,gas,,1600.0,,,,,,,,
reference_only,Long An 1,,long an,,gas,,1200.0,,,,,,,,
reference_only,Long Phú 1,,soc trang,,coal,,1200.0,,,,,,,,
reference_only,Long Phú 2,,soc trang,,coal,,1320.0,,,,,,,,
reference_only,Long Phú 3,,soc trang,,coal,,1800.0,,,,,,,,
reference_only,Mong Duong 1,,quang ninh,,coal,,1080.0,,,,,,,,
reference_only,Mong Duong 2,,quang ninh,,coal,,1240.0,,,,,,,,
reference_only,Nam Dinh 1,,nam dinh,,coal,,1200.0,,,,,,,,
reference_only,Nghi Son 2,,thanh hoa,,coal,,1200.0,,,,,,,,
reference_only,Ninh Thuan Novatek project,,ninh thuan,,gas,,4500.0,,,,,,,,
reference_only,Quảng Trạch 1,,quang binh,,coal,,1400.0,,,,,,,,
reference_only,Quảng Trạch 2,,quang binh,,gas,,1200.0,,,,,,,,
reference_only,Quảng Trị 1,,quang tri,,coal,,1320.0,,,,,,,,
reference_only,Quảng Trị 2,,quang tri,,coal,,1200.0,,,,,,,,
reference_only,Quảng Trị – Huế area,,quang tri,,gas,,4000.0,,,,,,,,
reference_only,Quỳnh Lập 1,,nghe an,,coal,,1200.0,,,,,,,,
reference_only,Quỳnh Lập 2,,nghe an,,coal,,1200.0,,,,,,,,
reference_only,Sông Hậu 1,,hau giang,,coal,,1200.0,,,,,,,,
reference_only,Sông Hậu 2,,hau giang,,coal,,2000.0,,,,,,,,
reference_only,TBKHH Dung Quất II,,quang ngai,,gas,,750.0,,,,,,,,
reference_only,TBKHH Dung Quất III,,quang ngai,,gas,,750.0,,,,,,,,
reference_only,"TBKHH Kiên Giang I, II",,kien giang,,gas,,1500.0,,,,,,,,
reference_only,TBKHH Phú Mỹ 1,,ba ria - vung tau,,gas,,1140.0,,,,,,,,
reference_only,TBKHH Phú Mỹ 3,,ba ria - vung tau,,gas,,740.0,,,,,,,,
reference_only,TBKHH miền Trung I,,quang nam,,gas,,750.0,,,,,,,,
reference_only,TBKHH miền Trung II,,quang nam,,gas,,750.0,,,,,,,,
reference_only,TBKHH Ô Môn II,,can tho,,gas,,1050.0,,,,,,,,
reference_only,TBKHH Ô Môn III,,can tho,,gas,,1050.0,,,,,,,,
reference_only,TBKHH Ô Môn IV,,can tho,,gas,,1050.0,,,,,,,,
reference_only,Thái Bình 2,,thai binh,,coal,,1200.0,,,,,,,,
reference_only,Tân Phước 1,,tien giang,,gas,,1200.0,,,,,,,,
reference_only,Tân Phước 2,,tien giang,,gas,,1200.0,,,,,,,,
reference_only,Vinh Tan 2,,binh thuan,,coal,,1244.0,,,,,,,,
reference_only,Vinh Tan 3,,binh thuan,,coal,,1980.0,,,,,,,,
reference_only,Vung Ang 1,,ha tinh,,coal,,1200.0,,,,,,,,
reference_only,Vung Ang 2,,ha tinh,,coal,,1330.0,,,,,,,,
reference_only,Vung Ang 3,,ha tinh,,coal,,2400.0,,,,,,,,
reference_only,Vân Phong 1,,khanh hoa,,coal,,1432.0,,,,,,,,
