name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
Nhà máy Điện Phú Mỹ 5,Domestic Gas,Planned,2025/2026,Bà Rịa - Vũng Tàu,0,"PDP8 (125/QĐ-TTg), Phụ lục 1, Bảng 3.2","MOIT, Báo cáo thường niên 2023, Phụ lục A",Gas supply secured via PSC
Nhà máy Điện Bà Rịa 3,Domestic Gas,Planned,2026/2027,Bà Rịa - Vũng Tàu,0,"PDP8 (125/QĐ-TTg), Phụ lục 1, Bảng 3.2","MOIT, Báo cáo thường niên 2023, Phụ lục A",Grid upgrade required
Nhà máy Điện Đầm Mây 2,Domestic Gas,Planned,2027/2028,Khánh Hòa,0,"PDP8 (125/QĐ-TTg), Phụ lục 1, Bảng 3.2","MOIT, Báo cáo thường niên 2023, Phụ lục A",Central region demand growth
Nhà máy Điện Vĩnh Tân 6,Domestic Gas,Planned,2028/2029,Ninh Thuận,0,"PDP8 (125/QĐ-TTg), Phụ lục 1, Bảng 3.2","MOIT, Báo cáo thường niên 2023, Phụ lục A",Coal-to-gas transition unit
Nhà máy Điện Cà Mau LNG,Imported LNG,Operational,2014/2015,Cà Mau,0,"PDP8 (125/QĐ-TTg), Phụ lục 1, Bảng 3.2","MOIT, Báo cáo thường niên 2023, Phụ lục A",First LNG-fired plant; linked to Ca Mau LNG terminal
Nhà máy Điện Phú Quốc,Imported LNG,Planned,2026/2027,Kiên Giang,0,"PDP8 (125/QĐ-TTg), Phụ lục 1, Bảng 3.2","MOIT, Báo cáo thường niên 2023, Phụ lục A",Island grid security; LNG barge supply
Nhà máy Điện Hà Tiên,Imported LNG,Planned,2027/2028,Kiên Giang,0,"PDP8 (125/QĐ-TTg), Phụ lục 1, Bảng 3.2","MOIT, Báo cáo thường niên 2023, Phụ lục A",Mekong Delta west coast support
Nhà máy Điện Phú Mỹ 6,Imported LNG,Planned,2028/2029,Bà Rịa - Vũng Tàu,0,"PDP8 (125/QĐ-TTg), Phụ lục 1, Bảng 3.2","MOIT, Báo cáo thường niên 2023, Phụ lục A",LNG import infrastructure expansion
Nhà máy Điện Bà Rịa 4,Imported LNG,Planned,2029/2030,Bà Rịa - Vũng Tàu,0,"PDP8 (125/QĐ-TTg), Phụ lục 1, Bảng 3.2","MOIT, Báo cáo thường niên 2023, Phụ lục A",Domestic gas decline mitigation
Nhà máy Điện Đầm Mây 3,Imported LNG,Planned,2030/2031,Khánh Hòa,0,"PDP8 (125/QĐ-TTg), Phụ lục 1, Bảng 3.2","MOIT, Báo cáo thường niên 2023, Phụ lục A",Central region decarbonization
Nhà máy Điện Vĩnh Tân 7,Imported LNG,Planned,2031/2032,Ninh Thuận,0,"PDP8 (125/QĐ-TTg), Phụ lục 1, Bảng 3.2","MOIT, Báo cáo thường niên 2023, Phụ lục A",Long-term fuel security
Nhà máy Điện Cà Mau 4,Imported LNG,Planned,2032/2033,Cà Mau,0,"PDP8 (125/QĐ-TTg), Phụ lục 1, Bảng 3.2","MOIT, Báo cáo thường niên 2023, Phụ lục A",Mekong Delta transition anchor
