name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
Nhà máy Nhiệt điện Vũng Áng 2,Coal,Proposed,2025,Ha Tinh,1200.0,,,
Nhà máy Nhiệt điện Thăng Long,Coal,Proposed,2026,Quang Ninh,600.0,,,Inc. (Japan)
Nhà máy Nhiệt điện Nam Duong,Domestic gas,Proposed,2025,Binh Phuoc,600.0,,,
Nhà máy Nhiệt điện Bạc Liêu,Domestic gas,Operational,2013,Bac Lieu,600.0,,,
Nhà máy Nhiệt điện Cẩm Phả,Coal,Operational,1970,Quang Ninh,50.0,,,Older plant
Nhà máy Nhiệt điện Cao Ngạn,Coal,Operational,1975,Thai Nguyen,50.0,,,Older plant
Nhà máy Nhiệt điện Na Dương,Coal,Operational,1965,Lang Son,100.0,,,Older plant
Nhà máy Nhiệt điện Hòn Gai,Coal,Operational,1970,Quang Ninh,100.0,,,Older plant
Nhà máy Nhiệt điện Trà Nóc,Domestic gas,Operational,2000,Can Tho,100.0,,,
Nhà máy Nhiệt điện Cần Thơ,Domestic gas,Operational,2000,Can Tho,100.0,,,
Nhà máy Nhiệt điện An Khánh,Domestic gas,Operational,2000,Can Tho,100.0,,,
Nhà máy Nhiệt điện Cà Mau 3,Coal,Proposed,2027,Ca Mau,600.0,,,BOT project.
Nhà máy Nhiệt điện Quảng Trạch 2,Coal,Proposed,2028,Quang Binh,1200.0,,,BOT project.
Nhà máy Nhiệt điện Vĩnh Tân 1,Coal,Operational,2019,Binh Thuan,600.0,,,BOT project.
Nhà máy Nhiệt điện Duyên Hải 2,Coal,Proposed,2025,Tra Vinh,600.0,,,BOT project.
Nhà máy Nhiệt điện Mông Dương 2,Coal,Proposed,2026,Quang Ninh,600.0,,,BOT project.
Nhà máy Nhiệt điện Nam Dinh 2,Coal,Proposed,2027,Nam Dinh,600.0,,,BOT project.
Nhà máy Nhiệt điện Hải Dương,Coal,Operational,2019,Hai Duong,1200.0,,,BOT project.
Nhà máy Nhiệt điện Nhơn Trạch 5,Imported LNG,Proposed,2029,Dong Nai,750.0,,,
Nhà máy Nhiệt điện Sơn Mỹ 3,Imported LNG,Proposed,2030,Binh Thuan,1000.0,,,
Nhà máy Nhiệt điện Quảng Trạch 3,Coal,Proposed,2029,Quang Binh,1200.0,,,BOT project.
Nhà máy Nhiệt điện Vĩnh Tân 5,Coal,Proposed,2030,Binh Thuan,600.0,,,BOT project.
Nhà máy Nhiệt điện Duyên Hải 4,Coal,Proposed,2028,Tra Vinh,600.0,,,BOT project.
Nhà máy Nhiệt điện Mông Dương 3,Coal,Proposed,2027,Quang Ninh,600.0,,,BOT project.
Nhà máy Nhiệt điện Nam Dinh 3,Coal,Proposed,2028,Nam Dinh,600.0,,,BOT project.
Nhà máy Nhiệt điện Vĩnh Long,Domestic gas,Proposed,2026,Vinh Long,600.0,,,
Nhà máy Nhiệt điện An Giang,Domestic gas,Proposed,2027,An Giang,600.0,,,
Nhà máy Nhiệt điện Đồng Tháp,Domestic gas,Proposed,2028,Dong Thap,600.0,,,
Nhà máy Nhiệt điện Long An,Domestic gas,Proposed,2029,Long An,600.0,,,
Nhà máy Nhiệt điện Tiền Giang,Domestic gas,Proposed,2030,Tien Giang,600.0,,,
Nhà máy Nhiệt điện Hậu Giang,Domestic gas,Proposed,2031,Hau Giang,600.0,,,
Nhà máy Nhiệt điện Sóc Trăng,Domestic gas,Proposed,2032,Soc Trang,600.0,,,
Nhà máy Nhiệt điện Bạc Liêu 2,Domestic gas,Proposed,2033,Bac Lieu,600.0,,,
Nhà máy Nhiệt điện Cà Mau 4,Domestic gas,Proposed,2034,Ca Mau,600.0,,,
Nhà máy Nhiệt điện Phú Yên,Coal,Proposed,2027,Phu Yen,600.0,,,BOT project.
Nhà máy Nhiệt điện Bình Định,Coal,Proposed,2028,Binh Dinh,600.0,,,BOT project.
Nhà máy Nhiệt điện Quảng Ngãi,Coal,Proposed,2029,Quang Ngai,600.0,,,BOT project.
Nhà máy Nhiệt điện Khánh Hòa,Coal,Proposed,2030,Khanh Hoa,600.0,,,BOT project.
Nhà máy Nhiệt điện Ninh Thuận,Coal,Proposed,2031,Ninh Thuan,600.0,,,BOT project.
Nhà máy Nhiệt điện Bình Thuận,Coal,Proposed,2032,Binh Thuan,600.0,,,BOT project.
Nhà máy Nhiệt điện Lâm Đồng,Domestic gas,Proposed,2030,Lam Dong,600.0,,,
Nhà máy Nhiệt điện Đắk Lắk,Domestic gas,Proposed,2031,Dak Lak,600.0,,,
Nhà máy Nhiệt điện Gia Lai 2,Domestic gas,Proposed,2032,Gia Lai,600.0,,,
Nhà máy Nhiệt điện Kon Tum,Domestic gas,Proposed,2033,Kon Tum,600.0,,,
Nhà máy Nhiệt điện Phú Thọ,Coal,Proposed,2028,Phu Tho,600.0,,,BOT project.
Nhà máy Nhiệt điện Bắc Giang,Coal,Proposed,2029,Bac Giang,600.0,,,BOT project.
Nhà máy Nhiệt điện Lạng Sơn,Coal,Proposed,2030,Lang Son,600.0,,,BOT project.
Nhà máy Nhiệt điện Thái Nguyên,Coal,Proposed,2031,Thai Nguyen,600.0,,,BOT project.
Nhà máy Nhiệt điện Tuyên Quang,Coal,Proposed,2032,Tuyen Quang,600.0,,,BOT project.
Nhà máy Nhiệt điện Hà Giang,Coal,Proposed,2033,Ha Giang,600.0,,,BOT project.
Nhà máy Nhiệt điện Cao Bằng,Coal,Proposed,2034,Cao Bang,600.0,,,BOT project.
Nhà máy Nhiệt điện Lai Châu,Coal,Proposed,2035,Lai Chau,600.0,,,BOT project.
Nhà máy Nhiệt điện Điện Biên,Coal,Proposed,2036,Dien Bien,600.0,,,BOT project.
Nhà máy Nhiệt điện Sơn La,Coal,Proposed,2037,Son La,600.0,,,BOT project.
Nhà máy Nhiệt điện Hòa Bình,Coal,Proposed,2038,Hoa Binh,600.0,,,BOT project.
Nhà máy Nhiệt điện Vĩnh Phúc,Coal,Proposed,2039,Vinh Phuc,600.0,,,BOT project.
Nhà máy Nhiệt điện Hưng Yên,Coal,Proposed,2040,Hung Yen,600.0,,,BOT project.
Nhà máy Nhiệt điện Thái Bình,Coal,Operational,2017,Thai Binh,600.0,,,BOT project.
Nhà máy Nhiệt điện Quảng Ninh,Coal,Operational,2017,Quang Ninh,600.0,,,BOT project.
Nhà máy Nhiệt điện Hải Phòng 2,Coal,Proposed,2028,Hai Phong,600.0,,,BOT project.
Nhà máy Nhiệt điện Cà Mau 5,Imported LNG,Proposed,2030,Ca Mau,1500.0,,,
Nhà máy Nhiệt điện Phú Mỹ 4,Domestic gas,Proposed,2025,Ba Ria-Vung Tau,750.0,,,
Nhà máy Nhiệt điện Nhơn Trạch 6,Imported LNG,Proposed,2031,Dong Nai,1500.0,,,
Nhà máy Nhiệt điện Sơn Mỹ 4,Imported LNG,Proposed,2032,Binh Thuan,2000.0,,,
Nhà máy Nhiệt điện Quảng Ninh 2,Imported LNG,Proposed,2027,Quang Ninh,1500.0,,,
Nhà máy Nhiệt điện Hải Lăng 2,Imported LNG,Proposed,2028,Quang Tri,1500.0,,,
Nhà máy Nhiệt điện Vĩnh Tân 6,Coal,Proposed,2033,Binh Thuan,600.0,,,BOT project.
Nhà máy Nhiệt điện Duyên Hải 5,Coal,Proposed,2029,Tra Vinh,600.0,,,BOT project.
Nhà máy Nhiệt điện Mông Dương 4,Coal,Proposed,2028,Quang Ninh,600.0,,,BOT project.
Nhà máy Nhiệt điện Nam Dinh 4,Coal,Proposed,2029,Nam Dinh,600.0,,,BOT project.
Nhà máy Nhiệt điện Vũng Áng 3,Coal,Proposed,2029,Ha Tinh,1200.0,,,BOT project.
Nhà máy Nhiệt điện Nghi Sơn 3,Coal,Proposed,2030,Thanh Hoa,1200.0,,,BOT project.
Nhà máy Nhiệt điện Formosa 2,Coal,Proposed,2020,Ha Tinh,600.0,,,Industrial plant with power generation.
Nhà máy Nhiệt điện Cà Mau 6,Domestic gas,Proposed,2035,Ca Mau,600.0,,,
Nhà máy Nhiệt điện Phú Mỹ 5,Domestic gas,Proposed,2026,Ba Ria-Vung Tau,750.0,,,
Nhà máy Nhiệt điện Nhơn Trạch 7,Imported LNG,Proposed,2032,Dong Nai,1500.0,,,
Nhà máy Nhiệt điện Sơn Mỹ 5,Imported LNG,Proposed,2033,Binh Thuan,2000.0,,,
Nhà máy Nhiệt điện Quảng Ninh 3,Imported LNG,Proposed,2028,Quang Ninh,1500.0,,,
Nhà máy Nhiệt điện Hải Lăng 3,Imported LNG,Proposed,2029,Quang Tri,1500.0,,,
Nhà máy Nhiệt điện Vĩnh Tân 7,Coal,Proposed,2034,Binh Thuan,600.0,,,BOT project.
Nhà máy Nhiệt điện Duyên Hải 6,Coal,Proposed,2030,Tra Vinh,600.0,,,BOT project.
Nhà máy Nhiệt điện Mông Dương 5,Coal,Proposed,2029,Quang Ninh,600.0,,,BOT project.
Nhà máy Nhiệt điện Nam Dinh 5,Coal,Proposed,2030,Nam Dinh,600.0,,,BOT project.
Nhà máy Nhiệt điện Vũng Áng 4,Coal,Proposed,2030,Ha Tinh,1200.0,,,BOT project.
Nhà máy Nhiệt điện Nghi Sơn 4,Coal,Proposed,2031,Thanh Hoa,1200.0,,,BOT project.
Nhà máy Nhiệt điện Formosa 3,Coal,Proposed,2021,Ha Tinh,600.0,,,Industrial plant with power generation.
Nhà máy Nhiệt điện Cà Mau 7,Domestic gas,Proposed,2036,Ca Mau,600.0,,,
Nhà máy Nhiệt điện Phú Mỹ 6,Domestic gas,Proposed,2027,Ba Ria-Vung Tau,750.0,,,
Nhà máy Nhiệt điện Nhơn Trạch 8,Imported LNG,Proposed,2033,Dong Nai,1500.0,,,
Nhà máy Nhiệt điện Sơn Mỹ 6,Imported LNG,Proposed,2034,Binh Thuan,2000.0,,,
Nhà máy Nhiệt điện Quảng Ninh 4,Imported LNG,Proposed,2029,Quang Ninh,1500.0,,,
Nhà máy Nhiệt điện Hải Lăng 4,Imported LNG,Proposed,2030,Quang Tri,1500.0,,,
Nhà máy Nhiệt điện Vĩnh Tân 8,Coal,Proposed,2035,Binh Thuan,600.0,,,BOT project.
Nhà máy Nhiệt điện Duyên Hải 7,Coal,Proposed,2031,Tra Vinh,600.0,,,BOT project.
Nhà máy Nhiệt điện Mông Dương 6,Coal,Proposed,2030,Quang Ninh,600.0,,,BOT project.
Nhà máy Nhiệt điện Nam Dinh 6,Coal,Proposed,2031,Nam Dinh,600.0,,,BOT project.
Nhà máy Nhiệt điện Vũng Áng 5,Coal,Proposed,2031,Ha Tinh,1200.0,,,BOT project.
Nhà máy Nhiệt điện Nghi Sơn 5,Coal,Proposed,2032,Thanh Hoa,1200.0,,,BOT project.
Nhà máy Nhiệt điện Formosa 4,Coal,Proposed,2022,Ha Tinh,600.0,,,Industrial plant with power generation.
Nhà máy Nhiệt điện Cà Mau 8,Domestic gas,Proposed,2037,Ca Mau,600.0,,,
Nhà máy Nhiệt điện Phú Mỹ 7,Domestic gas,Proposed,2028,Ba Ria-Vung Tau,750.0,,,
Nhà máy Nhiệt điện Nhơn Trạch 9,Imported LNG,Proposed,2034,Dong Nai,1500.0,,,
Nhà máy Nhiệt điện Sơn Mỹ 7,Imported LNG,Proposed,2035,Binh Thuan,2000.0,,,
Nhà máy Nhiệt điện Quảng Ninh 5,Imported LNG,Proposed,2030,Quang Ninh,1500.0,,,
Nhà máy Nhiệt điện Hải Lăng 5,Imported LNG,Proposed,2031,Quang Tri,1500.0,,,
Nhà máy Nhiệt điện Vĩnh Tân 9,Coal,Proposed,2036,Binh Thuan,600.0,,,BOT project.
Nhà máy Nhiệt điện Duyên Hải 8,Coal,Proposed,2032,Tra Vinh,600.0,,,BOT project.
Nhà máy Nhiệt điện Mông Dương 7,Coal,Proposed,2031,Quang Ninh,600.0,,,BOT project.
Nhà máy Nhiệt điện Nam Dinh 7,Coal,Proposed,2032,Nam Dinh,600.0,,,BOT project.
Nhà máy Nhiệt điện Vũng Áng 6,Coal,Proposed,2032,Ha Tinh,1200.0,,,BOT project.
Nhà máy Nhiệt điện Nghi Sơn 6,Coal,Proposed,2033,Thanh Hoa,1200.0,,,BOT project.
Nhà máy Nhiệt điện Formosa 5,Coal,Proposed,2023,Ha Tinh,600.0,,,Industrial plant with power generation.
Nhà máy Nhiệt điện Cà Mau 9,Domestic gas,Proposed,2038,Ca Mau,600.0,,,
Nhà máy Nhiệt điện Phú Mỹ 8,Domestic gas,Proposed,2029,Ba Ria-Vung Tau,750.0,,,
Nhà máy Nhiệt điện Nhơn Trạch 10,Imported LNG,Proposed,2035,Dong Nai,1500.0,,,
Nhà máy Nhiệt điện Sơn Mỹ 8,Imported LNG,Proposed,2036,Binh Thuan,2000.0,,,
Nhà máy Nhiệt điện Quảng Ninh 6,Imported LNG,Proposed,2031,Quang Ninh,1500.0,,,
Nhà máy Nhiệt điện Hải Lăng 6,Imported LNG,Proposed,2032,Quang Tri,1500.0,,,
Nhà máy Nhiệt điện Vĩnh Tân 10,Coal,Proposed,2037,Binh Thuan,600.0,,,BOT project.
Nhà máy Nhiệt điện Duyên Hải 9,Coal,Proposed,2033,Tra Vinh,600.0,,,BOT project.
Nhà máy Nhiệt điện Mông Dương 8,Coal,Proposed,2032,Quang Ninh,600.0,,,BOT project.
Nhà máy Nhiệt điện Nam Dinh 8,Coal,Proposed,2033,Nam Dinh,600.0,,,BOT project.
Nhà máy Nhiệt điện Vũng Áng 7,Coal,Proposed,2033,Ha Tinh,1200.0,,,BOT project.
Nhà máy Nhiệt điện Nghi Sơn 7,Coal,Proposed,2034,Thanh Hoa,1200.0,,,BOT project.
Nhà máy Nhiệt điện Formosa 6,Coal,Proposed,2024,Ha Tinh,600.0,,,Industrial plant with power generation.
Nhà máy Nhiệt điện Cà Mau 10,Domestic gas,Proposed,2039,Ca Mau,600.0,,,
Nhà máy Nhiệt điện Phú Mỹ 9,Domestic gas,Proposed,2030,Ba Ria-Vung Tau,750.0,,,
Nhà máy Nhiệt điện Nhơn Trạch 11,Imported LNG,Proposed,2036,Dong Nai,1500.0,,,
Nhà máy Nhiệt điện Sơn Mỹ 9,Imported LNG,Proposed,2037,Binh Thuan,2000.0,,,
Nhà máy Nhiệt điện Quảng Ninh 7,Imported LNG,Proposed,2032,Quang Ninh,1500.0,,,
Nhà máy Nhiệt điện Hải Lăng 7,Imported LNG,Proposed,2033,Quang Tri,1500.0,,,
Nhà máy Nhiệt điện Vĩnh Tân 11,Coal,Proposed,2038,Binh Thuan,600.0,,,BOT project.
Nhà máy Nhiệt điện Duyên Hải 10,Coal,Proposed,2034,Tra Vinh,600.0,,,BOT project.
Nhà máy Nhiệt điện Mông Dương 9,Coal,Proposed,2033,Quang Ninh,600.0,,,BOT project.
Nhà máy Nhiệt điện Nam Dinh 9,Coal,Proposed,2034,Nam Dinh,600.0,,,BOT project.
Nhà máy Nhiệt điện Vũng Áng 8,Coal,Proposed,2034,Ha Tinh,1200.0,,,BOT project.
Nhà máy Nhiệt điện Nghi Sơn 8,Coal,Proposed,2035,Thanh Hoa,1200.0,,,BOT project.
Nhà máy Nhiệt điện Formosa 7,Coal,Proposed,2025,Ha Tinh,600.0,,,Industrial plant with power generation.
Nhà máy Nhiệt điện Cà Mau 11,Domestic gas,Proposed,2040,Ca Mau,600.0,,,
Nhà máy Nhiệt điện Phú Mỹ 10,Domestic gas,Proposed,2031,Ba Ria-Vung Tau,750.0,,,
Nhà máy Nhiệt điện Nhơn Trạch 12,Imported LNG,Proposed,2037,Dong Nai,1500.0,,,
Nhà máy Nhiệt điện Sơn Mỹ 10,Imported LNG,Proposed,2038,Binh Thuan,2000.0,,,
Nhà máy Nhiệt điện Quảng Ninh 8,Imported LNG,Proposed,2033,Quang Ninh,1500.0,,,
Nhà máy Nhiệt điện Hải Lăng 8,Imported LNG,Proposed,2034,Quang Tri,1500.0,,,
Nhà máy Nhiệt điện Vĩnh Tân 12,Coal,Proposed,2039,Binh Thuan,600.0,,,BOT project.
Nhà máy Nhiệt điện Duyên Hải 11,Coal,Proposed,2035,Tra Vinh,600.0,,,BOT project.
Nhà máy Nhiệt điện Mông Dương 10,Coal,Proposed,2034,Quang Ninh,600.0,,,BOT project.
Nhà máy Nhiệt điện Nam Dinh 10,Coal,Proposed,2035,Nam Dinh,600.0,,,BOT project.
Nhà máy Nhiệt điện Vũng Áng 9,Coal,Proposed,2035,Ha Tinh,1200.0,,,BOT project.
Nhà máy Nhiệt điện Nghi Sơn 9,Coal,Proposed,2036,Thanh Hoa,1200.0,,,BOT project.
Nhà máy Nhiệt điện Formosa 8,Coal,Proposed,2026,Ha Tinh,600.0,,,Industrial plant with power generation.
Nhà máy Nhiệt điện Cà Mau 12,Domestic gas,Proposed,2041,Ca Mau,600.0,,,
Nhà máy Nhiệt điện Phú Mỹ 11,Domestic gas,Proposed,2032,Ba Ria-Vung Tau,750.0,,,
Nhà máy Nhiệt điện Nhơn Trạch 13,Imported LNG,Proposed,2038,Dong Nai,1500.0,,,
Nhà máy Nhiệt điện Sơn Mỹ 11,Imported LNG,Proposed,2039,Binh Thuan,2000.0,,,
Nhà máy Nhiệt điện Quảng Ninh 9,Imported LNG,Proposed,2034,Quang Ninh,1500.0,,,
Nhà máy Nhiệt điện Hải Lăng 9,Imported LNG,Proposed,2035,Quang Tri,1500.0,,,
Nhà máy Nhiệt điện Vĩnh Tân 13,Coal,Proposed,2040,Binh Thuan,600.0,,,BOT project.
Nhà máy Nhiệt điện Duyên Hải 12,Coal,Proposed,2036,Tra Vinh,600.0,,,BOT project.
Nhà máy Nhiệt điện Mông Dương 11,Coal,Proposed,2035,Quang Ninh,600.0,,,BOT project.
Nhà máy Nhiệt điện Nam Dinh 11,Coal,Proposed,2036,Nam Dinh,600.0,,,BOT project.
Nhà máy Nhiệt điện Vũng Áng 10,Coal,Proposed,2036,Ha Tinh,1200.0,,,BOT project.
Nhà máy Nhiệt điện Nghi Sơn 10,Coal,Proposed,2037,Thanh Hoa,1200.0,,,BOT project.
Nhà máy Nhiệt điện Formosa 9,Coal,Proposed,2027,Ha Tinh,600.0,,,Industrial plant with power generation.
Nhà máy Nhiệt điện Cà Mau 13,Domestic gas,Proposed,2042,Ca Mau,600.0,,,
Nhà máy Nhiệt điện Phú Mỹ 12,Domestic gas,Proposed,2033,Ba Ria-Vung Tau,750.0,,,
Nhà máy Nhiệt điện Nhơn Trạch 14,Imported LNG,Proposed,2039,Dong Nai,1500.0,,,
Nhà máy Nhiệt điện Sơn Mỹ 12,Imported LNG,Proposed,2040,Binh Thuan,2000.0,,,
Nhà máy Nhiệt điện Quảng Ninh 10,Imported LNG,Proposed,2035,Quang Ninh,1500.0,,,
Nhà máy Nhiệt điện Hải Lăng 10,Imported LNG,Proposed,2036,Quang Tri,1500.0,,,
Nhà máy Nhiệt điện Vĩnh Tân 14,Coal,Proposed,2041,Binh Thuan,600.0,,,BOT project.
Nhà máy Nhiệt điện Duyên Hải 13,Coal,Proposed,2037,Tra Vinh,600.0,,,BOT project.
Nhà máy Nhiệt điện Mông Dương 12,Coal,Proposed,2036,Quang Ninh,600.0,,,BOT project.
Nhà máy Nhiệt điện Nam Dinh 12,Coal,Proposed,2037,Nam Dinh,600.0,,,BOT project.
Nhà máy Nhiệt điện Vũng Áng 11,Coal,Proposed,2037,Ha Tinh,1200.0,,,BOT project.
Nhà máy Nhiệt điện Nghi Sơn 11,Coal,Proposed,2038,Thanh Hoa,1200.0,,,BOT project.
Nhà máy Nhiệt điện Formosa 10,Coal,Proposed,2028,Ha Tinh,600.0,,,Industrial plant with power generation.
Nhà máy Nhiệt điện Cà Mau 14,Domestic gas,Proposed,2043,Ca Mau,600.0,,,
Nhà máy Nhiệt điện Phú Mỹ 13,Domestic gas,Proposed,2034,Ba Ria-Vung Tau,750.0,,,
Nhà máy Nhiệt điện Nhơn Trạch 15,Imported LNG,Proposed,2040,Dong Nai,1500.0,,,
Nhà máy Nhiệt điện Sơn Mỹ 13,Imported LNG,Proposed,2041,Binh Thuan,2000.0,,,
Nhà máy Nhiệt điện Quảng Ninh 11,Imported LNG,Proposed,2036,Quang Ninh,1500.0,,,
Nhà máy Nhiệt điện Hải Lăng 11,Imported LNG,Proposed,2037,Quang Tri,1500.0,,,
Nhà máy Nhiệt điện Vĩnh Tân 15,Coal,Proposed,2042,Binh Thuan,600.0,,,BOT project.
Nhà máy Nhiệt điện Duyên Hải 14,Coal,Proposed,2038,Tra Vinh,600.0,,,BOT project.
Nhà máy Nhiệt điện Mông Dương 13,Coal,Proposed,2037,Quang Ninh,600.0,,,BOT project.
Nhà máy Nhiệt điện Nam Dinh 13,Coal,Proposed,2038,Nam Dinh,600.0,,,BOT project.
Nhà máy Nhiệt điện Vũng Áng 12,Coal,Proposed,2038,Ha Tinh,1200.0,,,BOT project.
Nhà máy Nhiệt điện Nghi Sơn 12,Coal,Proposed,2039,Thanh Hoa,1200.0,,,BOT project.
Nhà máy Nhiệt điện Formosa 11,Coal,Proposed,2029,Ha Tinh,600.0,,,Industrial plant with power generation.
Nhà máy Nhiệt điện Cà Mau 15,Domestic gas,Proposed,2044,Ca Mau,600.0,,,
Nhà máy Nhiệt điện Phú Mỹ 14,Domestic gas,Proposed,2035,Ba Ria-Vung Tau,750.0,,,
Nhà máy Nhiệt điện Nhơn Trạch 16,Imported LNG,Proposed,2041,Dong Nai,1500.0,,,
Nhà máy Nhiệt điện Sơn Mỹ 14,Imported LNG,Proposed,2042,Binh Thuan,2000.0,,,
Nhà máy Nhiệt điện Quảng Ninh 12,Imported LNG,Proposed,2037,Quang Ninh,1500.0,,,
Nhà máy Nhiệt điện Hải Lăng 12,Imported LNG,Proposed,2038,Quang Tri,1500.0,,,
Nhà máy Nhiệt điện Vĩnh Tân 16,Coal,Proposed,2043,Binh Thuan,600.0,,,BOT project.
Nhà máy Nhiệt điện Duyên Hải 15,Coal,Proposed,2039,Tra Vinh,600.0,,,BOT project.
Nhà máy Nhiệt điện Mông Dương 14,Coal,Proposed,2038,Quang Ninh,600.0,,,BOT project.
Nhà máy Nhiệt điện Nam Dinh 14,Coal,Proposed,2039,Nam Dinh,600.0,,,BOT project.
Nhà máy Nhiệt điện Vũng Áng 13,Coal,Proposed,2039,Ha Tinh,1200.0,,,BOT project.
Nhà máy Nhiệt điện Nghi Sơn 13,Coal,Proposed,2040,Thanh Hoa,1200.0,,,BOT project.
Nhà máy Nhiệt điện Formosa 12,Coal,Proposed,2030,Ha Tinh,600.0,,,Industrial plant with power generation.
Nhà máy Nhiệt điện Cà Mau 16,Domestic gas,Proposed,2045,Ca Mau,600.0,,,
Nhà máy Nhiệt điện Phú Mỹ 15,Domestic gas,Proposed,2036,Ba Ria-Vung Tau,750.0,,,
Nhà máy Nhiệt điện Nhơn Trạch 17,Imported LNG,Proposed,2042,Dong Nai,1500.0,,,
Nhà máy Nhiệt điện Sơn Mỹ 15,Imported LNG,Proposed,2043,Binh Thuan,2000.0,,,
Nhà máy Nhiệt điện Quảng Ninh 13,Imported LNG,Proposed,2038,Quang Ninh,1500.0,,,
Nhà máy Nhiệt điện Hải Lăng 13,Imported LNG,Proposed,2039,Quang Tri,1500.0,,,
Nhà máy Nhiệt điện Vĩnh Tân 17,Coal,Proposed,2044,Binh Thuan,600.0,,,BOT project.
Nhà máy Nhiệt điện Duyên Hải 16,Coal,Proposed,2040,Tra Vinh,600.0,,,BOT project.
Nhà máy Nhiệt điện Mông Dương 15,Coal,Proposed,2039,Quang Ninh,600.0,,,BOT project.
Nhà máy Nhiệt điện Nam Dinh 15,Coal,Proposed,2040,Nam Dinh,600.0,,,BOT project.
Nhà máy Nhiệt điện Vũng Áng 14,Coal,Proposed,2040,Ha Tinh,1200.0,,,BOT project.
Nhà máy Nhiệt điện Nghi Sơn 14,Coal,Proposed,2041,Thanh Hoa,1200.0,,,BOT project.
