name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
Nhà máy Nhiệt điện Phú Quý,Domestic Gas,Operational,2013,Bình Thuận,0,"PDP8, Annex 3, Table 3.2","MOIT Power Sector Report 2022, Ch.5",Island grid supply
Nhà máy Nhiệt điện Phú Mỹ 15 (LNG),Imported LNG,Under construction,2025 (est.),Bà Rịa–Vũng Tàu,0,"PDP8, Annex 3, Table 3.2","EVN Annual Report 2023, p.49",First dedicated LNG-fired CCGT in Vietnam
Nhà máy Nhiệt điện Cần Thơ 3 (LNG),Imported LNG,Under construction,2026 (est.),Cần Thơ,0,"PDP8, Annex 3, Table 3.2","MOIT Power Sector Report 2022, Ch.5",LNG transition project
Nhà máy Nhiệt điện Cà Mau 3 (LNG),Imported LNG,Under construction,2027 (est.),Cà Mau,0,"PDP8, Annex 3, Table 3.2","EVN Annual Report 2023, p.49",Supports LNG import infrastructure
Nhà máy Nhiệt điện Quảng Ninh 1–2,Coal,Suspended,N/A,Quảng Ninh,0,"PDP8, Annex 3, Table 3.1","MOIT Power Sector Report 2022, Ch.4",Cancelled in PDP8; replaced by renewables + storage
Nhà máy Nhiệt điện Thái Bình 2,Coal,Suspended,N/A,Thái Bình,0,"PDP8, Annex 3, Table 3.1","EVN Annual Report 2023, p.45",PDP8 revision; grid absorption capacity exceeded
Nhà máy Nhiệt điện Nghi Sơn 3,Coal,Suspended,N/A,Thanh Hóa,0,"PDP8, Annex 3, Table 3.1","MOIT Power Sector Report 2022, Ch.4",Deferred indefinitely
Nhà máy Nhiệt điện Duyên Hải 5–6,Coal,Suspended,N/A,Trà Vinh,0,"PDP8, Annex 3, Table 3.1","EVN Annual Report 2023, p.46",PDP8 cancellation; regional demand growth slower than projected
Nhà máy Nhiệt điện Phú Mỹ 16 (LNG),Imported LNG,Planned,2028 (est.),Bà Rịa–Vũng Tàu,0,"PDP8, Annex 3, Table 3.2","MOIT Power Sector Report 2022, Ch.5",Contingent on LNG import terminal expansion
Nhà máy Nhiệt điện Cà Mau 4 (LNG),Imported LNG,Planned,2029 (est.),Cà Mau,0,"PDP8, Annex 3, Table 3.2","EVN Annual Report 2023, p.49",Linked to Cai Mep–Thi Vai LNG hub
Nhà máy Nhiệt điện Vĩnh Tân 3 (LNG),Imported LNG,Planned,2030 (est.),Bình Thuận,0,"PDP8, Annex 3, Table 3.2","MOIT Power Sector Report 2022, Ch.5",Gas-to-LNG transition roadmap
