name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
Nhà máy nhiệt điện Duyên Hải 3,Coal,Under construction,2024–2025,Trà Vinh,0,[EVN](https://evn.com.vn),[PDP8](https://moit.gov.vn),Delayed
Nhà máy nhiệt điện Hải Phòng,Coal,Operational,2011–2012,Hải Phòng,0,[EVN](https://evn.com.vn),[MOIT](https://moit.gov.vn),
Nhà máy nhiệt điện Hải Phòng 2,Coal,Planned,2028–2030,Hải Phòng,0,[PDP8](https://moit.gov.vn),[EVN](https://evn.com.vn),PDP8 inclusion
Nhà máy nhiệt điện Hậu Giang,Domestic gas,Planned,2026–2028,Hậu Giang,0,[PVN](https://pvn.vn),[PDP8](https://moit.gov.vn),LNG backup considered
Nhà máy nhiệt điện Kiến Lương,Coal,Operational,2016–2017,Kiên Giang,0,[EVN](https://evn.com.vn),[MOIT](https://moit.gov.vn),
Nhà máy nhiệt điện Long An 1,Imported LNG,Approved,2025–2026,Long An,0,[PVN](https://pvn.vn),[PDP8](https://moit.gov.vn),LNG terminal included
Nhà máy nhiệt điện Long An 2,Imported LNG,Planned,2027–2028,Long An,0,[PDP8](https://moit.gov.vn),[PVN](https://pvn.vn),
Nhà máy nhiệt điện Mông Dương 1,Coal,Operational,2015,Quảng Ninh,0,[AES Vietnam](https://aes.com),[MOIT](https://moit.gov.vn),BOT project
Nhà máy nhiệt điện Mông Dương 2,Coal,Operational,2015,Quảng Ninh,0,[EVN](https://evn.com.vn),[MOIT](https://moit.gov.vn),
Nhà máy nhiệt điện Nghi Sơn 1,Coal,Operational,2018–2019,Thanh Hóa,0,[EVN](https://evn.com.vn),[MOIT](https://moit.gov.vn),
Nhà máy nhiệt điện Nghi Sơn 2,Coal,Under construction,2024–2025,Thanh Hóa,0,[EVN](https://evn.com.vn),[PDP8](https://moit.gov.vn),Japanese financing
Nhà máy nhiệt điện Ninh Bình,Coal,Retired,2014,Ninh Bình,0,[EVN](https://evn.com.vn),[MOIT](https://moit.gov.vn),<30MWe units excluded
Nhà máy nhiệt điện Phả Lại 1,Coal,Operational,2001–2002,Hải Dương,0,[EVN](https://evn.com.vn),[MOIT](https://moit.gov.vn),
Nhà máy nhiệt điện Phả Lại 2,Coal,Operational,2014–2015,Hải Dương,0,[EVN](https://evn.com.vn),[MOIT](https://moit.gov.vn),
Nhà máy nhiệt điện Phú Mỹ 1,Domestic gas,Operational,2004–2005,Bà Rịa-Vũng Tàu,0,[PVN](https://pvn.vn),[MOIT](https://moit.gov.vn),
Nhà máy nhiệt điện Phú Mỹ 2-1,Domestic gas,Operational,2001–2002,Bà Rịa-Vũng Tàu,0,[PVN](https://pvn.vn),[MOIT](https://moit.gov.vn),
Nhà máy nhiệt điện Phú Mỹ 2-2,Domestic gas,Operational,2004–2005,Bà Rịa-Vũng Tàu,0,[PVN](https://pvn.vn),[MOIT](https://moit.gov.vn),
Nhà máy nhiệt điện Phú Mỹ 3,Domestic gas,Operational,2011–2012,Bà Rịa-Vũng Tàu,0,[PVN](https://pvn.vn),[MOIT](https://moit.gov.vn),
Nhà máy nhiệt điện Phú Mỹ 4,Domestic gas,Operational,2015,Bà Rịa-Vũng Tàu,0,[PVN](https://pvn.vn),[MOIT](https://moit.gov.vn),
Nhà máy nhiệt điện Quảng Trạch 1,Coal,Under construction,2024–2025,Quảng Bình,0,[EVN](https://evn.com.vn),[PDP8](https://moit.gov.vn),Japanese ODA
Nhà máy nhiệt điện Quảng Trạch 2,Coal,Planned,2028–2030,Quảng Bình,0,[PDP8](https://moit.gov.vn),[EVN](https://evn.com.vn),
Nhà máy nhiệt điện Sông Hậu 1,Coal,Under construction,2024–2025,Hậu Giang,0,[LILAMA](https://lilama.vn),[PDP8](https://moit.gov.vn),
Nhà máy nhiệt điện Sông Hậu 2,Coal,Planned,2026–2027,Hậu Giang,0,[PDP8](https://moit.gov.vn),[LILAMA](https://lilama.vn),
Nhà máy nhiệt điện Thái Bình 1,Coal,Operational,2018–2019,Thái Bình,0,[EVN](https://evn.com.vn),[MOIT](https://moit.gov.vn),
Nhà máy nhiệt điện Thái Bình 2,Coal,Under construction,2024–2025,Thái Bình,0,[EVN](https://evn.com.vn),[PDP8](https://moit.gov.vn),
Nhà máy nhiệt điện Thăng Long,Coal,Operational,2016–2017,Quảng Ninh,0,[Vinacomin](https://vinacomin.vn),[MOIT](https://moit.gov.vn),
Nhà máy nhiệt điện Vân Phong 1,Imported LNG,Approved,2025–2026,Khánh Hòa,0,[PVN](https://pvn.vn),[PDP8](https://moit.gov.vn),LNG terminal included
Nhà máy nhiệt điện Vinh Tân 1,Coal,Operational,2014–2015,Bình Thuận,0,[EVN](https://evn.com.vn),[MOIT](https://moit.gov.vn),
Nhà máy nhiệt điện Vinh Tân 2,Coal,Operational,2014,Bình Thuận,0,[EVN](https://evn.com.vn),[MOIT](https://moit.gov.vn),
Nhà máy nhiệt điện Vinh Tân 3,Coal,Under construction,2024–2025,Bình Thuận,0,[EVN](https://evn.com.vn),[PDP8](https://moit.gov.vn),Delayed
Nhà máy nhiệt điện Vinh Tân 4,Coal,Planned,2026–2027,Bình Thuận,0,[PDP8](https://moit.gov.vn),[EVN](https://evn.com.vn),PDP8 inclusion
Nhà máy nhiệt điện Vũng Áng 1,Coal,Operational,2012–2013,Hà Tĩnh,0,[EVN](https://evn.com.vn),[MOIT](https://moit.gov.vn),
Nhà máy nhiệt điện Vũng Áng 2,Coal,Operational,2015,Hà Tĩnh,0,[EVN](https://evn.com.vn),[MOIT](https://moit.gov.vn),
Nhà máy nhiệt điện Vũng Áng 3,Coal,Planned,2028–2030,Hà Tĩnh,0,[PDP8](https://moit.gov.vn),[EVN](https://evn.com.vn),
