name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
Nhiệt điện Long Phú 1,Coal,Suspended / delayed,Originally 2019–2020; unresolved,Sóc Trăng,0,PDP7r,PDP8 transition treatment,Project affected by contractor/sanctions and financing issues.
Nhiệt điện Long Phú 2,Coal,Cancelled / not in PDP8 as coal,N/A,Sóc Trăng,0,PDP7r,PDP8,Removed from active coal pipeline.
Nhiệt điện Long Phú 3,Coal,Cancelled / not in PDP8 as coal,N/A,Sóc Trăng,0,PDP7r,PDP8,Removed from active coal pipeline.
Nhiệt điện Sông Hậu 2,Coal,Suspended / cancelled as coal,N/A,Hậu Giang,0,PDP7r,PDP8,Former coal BOT; not an active PDP8 coal project.
Nhiệt điện Nam Định 1,Coal,Cancelled / withdrawn,N/A,Nam Định,0,PDP7r,PDP8,BOT development did not proceed.
Nhiệt điện Công Thanh,Coal,Suspended / cancelled,N/A,Thanh Hóa,0,PDP7r,PDP8,Long-delayed private coal project.
Nhiệt điện Vĩnh Tân 3,Coal,Cancelled / not proceeding,N/A,Bình Thuận,0,PDP7r,PDP8,Removed from coal pipeline after financing/transition pressure.
Nhiệt điện Quỳnh Lập 1,Coal,Cancelled / converted planning basis,N/A,Nghệ An,0,PDP7r,PDP8,Coal development not retained as active project.
Nhiệt điện Quỳnh Lập 2,Coal,Cancelled / not proceeding as coal,N/A,Nghệ An,0,PDP7r,PDP8,Superseded by LNG-oriented planning.
Trung tâm điện lực Kiên Lương,Coal,Cancelled,N/A,Kiên Giang,0,PDP7r,PDP8,Large coal complex dropped.
Nhà máy điện Formosa Hà Tĩnh,Coal,Operational,2010s,Hà Tĩnh,0,Industrial project approvals,Company disclosures,Captive industrial coal plant; exact unit breakdown should be verified from facility permits.
Nhiệt điện Phú Mỹ 1,Domestic gas,Operational,2000–2002,Bà Rịa–Vũng Tàu,0,PDP7r,EVN/GENCO3 portfolio,Uses Nam Con Son / Cuu Long basin gas.
Nhiệt điện Phú Mỹ 2.1,Domestic gas,Operational,1990s–2000s,Bà Rịa–Vũng Tàu,0,PDP7r,EVN/GENCO3 portfolio,Includes extension configuration; exact unit split to verify.
Nhiệt điện Phú Mỹ 2.2,Domestic gas,Operational,2005,Bà Rịa–Vũng Tàu,0,PDP7r,BOT project disclosures,Gas BOT.
Nhiệt điện Phú Mỹ 3,Domestic gas,Operational,2004,Bà Rịa–Vũng Tàu,0,PDP7r,BOT project disclosures,Gas BOT.
Nhiệt điện Phú Mỹ 4,Domestic gas,Operational,2004,Bà Rịa–Vũng Tàu,0,PDP7r,EVN/GENCO3 portfolio,Gas CCGT.
Nhiệt điện Bà Rịa,Domestic gas,Operational / partly retired,1990s,Bà Rịa–Vũng Tàu,0,PDP7r,EVN/GENCO3 portfolio,Older gas-turbine complex; some units may be de-rated/retired.
Nhiệt điện Nhơn Trạch 1,Domestic gas,Operational,2009,Đồng Nai,0,PDP7r,PV Power portfolio,Uses Nam Con Son gas.
Nhiệt điện Nhơn Trạch 2,Domestic gas,Operational,2011,Đồng Nai,0,PDP7r,PV Power portfolio,Major PV Power CCGT.
Nhiệt điện Cà Mau 1,Domestic gas,Operational,2008,Cà Mau,0,PDP7r,PV Power portfolio,Uses PM3–CAA gas.
Nhiệt điện Cà Mau 2,Domestic gas,Operational,2008,Cà Mau,0,PDP7r,PV Power portfolio,Uses PM3–CAA gas.
Nhiệt điện Trà Nóc,Domestic gas,Operational / partly retired,1990s–2000s,Cần Thơ,0,PDP7r,EVN/GENCO2 portfolio,Older Mekong gas-turbine plant; exact active capacity should be verified.
Nhiệt điện Ô Môn 1,Domestic gas / oil backup,Operational,2009–2015,Cần Thơ,0,PDP7r,"PDP8, Block B gas chain",Built for oil/gas operation; expected to use Block B gas when available.
Nhiệt điện Ô Môn 2,Domestic gas,Approved / planned,Expected late-2020s,Cần Thơ,0,"PDP8, domestic gas projects",PDP7r,Block B gas project.
Nhiệt điện Ô Môn 3,Domestic gas,Approved / planned,Expected late-2020s,Cần Thơ,0,"PDP8, domestic gas projects",PDP7r,Block B gas project.
Nhiệt điện Ô Môn 4,Domestic gas,Approved / planned,Expected late-2020s,Cần Thơ,0,"PDP8, domestic gas projects",PDP7r,Block B gas project.
Nhiệt điện Dung Quất 1,Domestic gas,Planned,Late-2020s / after gas FID,Quảng Ngãi,0,"PDP8, domestic gas projects",PDP7r gas-centre planning,Tied to Cá Voi Xanh gas.
Nhiệt điện Dung Quất 2,Domestic gas,Planned,Late-2020s / 2030s,Quảng Ngãi,0,PDP8,PDP7r,Cá Voi Xanh-linked central gas project.
Nhiệt điện Dung Quất 3,Domestic gas,Planned,Late-2020s / 2030s,Quảng Ngãi,0,PDP8,PDP7r,Cá Voi Xanh-linked central gas project.
Nhiệt điện Miền Trung 1,Domestic gas,Planned,2030s,Quảng Nam / central region,0,"PDP8, domestic gas orientation",PDP7r,Associated with central offshore gas planning.
Nhiệt điện Miền Trung 2,Domestic gas,Planned,2030s,Quảng Nam / central region,0,PDP8,PDP7r,Associated with central offshore gas planning.
Nhiệt điện Nhơn Trạch 3,Imported LNG,Under construction,Expected 2025,Đồng Nai,0,"PDP8, LNG projects",PV Power disclosures,First LNG-to-power project in Vietnam with Nhơn Trạch 4.
Nhiệt điện Nhơn Trạch 4,Imported LNG,Under construction,Expected 2025,Đồng Nai,0,"PDP8, LNG projects",PV Power disclosures,Uses Thi Vai LNG terminal supply.
Nhiệt điện Hiệp Phước LNG,Imported LNG,Approved / planned,Late-2020s,TP. Hồ Chí Minh,0,"PDP8, LNG projects",Provincial/project approvals,Existing oil/gas site proposed for LNG redevelopment.
Nhiệt điện Long An 1 LNG,Imported LNG,Approved / planned,Late-2020s,Long An,0,"PDP8, LNG projects",Provincial investment approvals,Part of Long An LNG complex.
Nhiệt điện Long An 2 LNG,Imported LNG,Approved / planned,Late-2020s,Long An,0,"PDP8, LNG projects",Provincial investment approvals,Part of Long An LNG complex.
Nhiệt điện Bạc Liêu LNG,Imported LNG,Approved / planned,Late-2020s / early-2030s,Bạc Liêu,0,"PDP8, LNG projects",Provincial investment decision,Large Mekong Delta LNG-to-power project.
Nhiệt điện Sơn Mỹ 1 LNG,Imported LNG,Approved / planned,Late-2020s,Bình Thuận,0,"PDP8, LNG projects",BOT/project disclosures,Linked to Sơn Mỹ LNG terminal.
Nhiệt điện Sơn Mỹ 2 LNG,Imported LNG,Approved / planned,Late-2020s / early-2030s,Bình Thuận,0,"PDP8, LNG projects",Project disclosures,Linked to Sơn Mỹ LNG terminal.
Nhiệt điện Quảng Ninh LNG,Imported LNG,Approved / planned,Late-2020s,Quảng Ninh,0,"PDP8, LNG projects",Provincial/project disclosures,Northern LNG project.
Nhiệt điện Thái Bình LNG,Imported LNG,Planned,Late-2020s / early-2030s,Thái Bình,0,"PDP8, LNG projects",Provincial planning,Northern LNG project.
Nhiệt điện Nghi Sơn LNG,Imported LNG,Planned,Late-2020s / early-2030s,Thanh Hóa,0,"PDP8, LNG projects",Provincial planning,Could leverage Nghi Sơn energy/port complex.
Nhiệt điện Quỳnh Lập LNG,Imported LNG,Planned,Late-2020s / early-2030s,Nghệ An,0,"PDP8, LNG projects",PDP7r coal project comparison,Replaces earlier coal-oriented planning.
Nhiệt điện Vũng Áng 3 LNG,Imported LNG,Planned,Late-2020s / early-2030s,Hà Tĩnh,0,"PDP8, LNG projects",Provincial planning,LNG alternative in Vũng Áng power centre.
Nhiệt điện Hải Lăng LNG giai đoạn 1,Imported LNG,Approved / planned,Late-2020s,Quảng Trị,0,"PDP8, LNG projects",Provincial investment approvals,Phase 1 of larger Hải Lăng LNG centre.
Nhiệt điện Cà Ná LNG,Imported LNG,Planned / uncertain,Late-2020s / early-2030s,Ninh Thuận,0,"PDP8, LNG orientation",Provincial planning,Status has varied across drafts/plans; verify in PDP8 implementation list.
Nhiệt điện Long Sơn LNG,Imported LNG,Planned / uncertain,2030s,Bà Rịa–Vũng Tàu,0,PDP8 post-2030 LNG orientation,Provincial/project proposals,Included in various LNG planning discussions; confirm official schedule.
Nhiệt điện Chân Mây LNG,Imported LNG,Planned / proposed,2030s,Thừa Thiên Huế,0,PDP8 longer-term LNG orientation,Provincial proposals,Proposal-stage; official PDP8 implementation treatment should be verified.
Nhiệt điện Kê Gà LNG,Imported LNG,Suspended / not in active PDP8 core list,N/A,Bình Thuận,0,PDP8 comparison,Provincial/proposal disclosures,Large proposed LNG project; not clearly an active PDP8 committed project.
