name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
Cà Mau II,Gas,Operational,2009,Cà Mau,750.0,EVN Annual Report 2010-2011,PDP8 Table 5,Two 375MW blocks
Phú Mỹ II.2 BOT,Gas,Operational,2005,Bà Rịa-Vũng Tàu,740.0,EVN Annual Report 2010-2011,PDP7,BOT contract ended 2020
Phú Mỹ III BOT,Gas,Operational,2004,Bà Rịa-Vũng Tàu,740.0,EVN Annual Report 2010-2011,PDP7,BOT contract ended 2019
Vê Dan,Gas,Operational,2003,Bà Rịa-Vũng Tàu,72.0,EVN Annual Report 2010-2011,PDP7,Small CCGT
Đầm Phú Mỹ,Gas,Operational,2002,Bà Rịa-Vũng Tàu,21.0,EVN Annual Report 2010-2011,PDP7,Very small peaking unit
Đa Nhim - Sông Pha,Coal,Operational,1975,Lâm Đồng,167.0,EVN Annual Report 2010-2011,EVN 2018 Report,Hydro-thermal hybrid (exclude)
Hàm Thuận,Coal,Operational,1985,Bình Thuận,300.0,EVN Annual Report 2010-2011,EVN 2018 Report,Pumped storage hybrid (exclude)
Đạ Mi,Coal,Operational,1990,Lâm Đồng,175.0,EVN Annual Report 2010-2011,EVN 2018 Report,Small thermal
Thái Bình,Coal,Operational,2017,Thái Bình,600.0,EVN 2017 Report,PDP7A 2017,Unit 1&2: 300MW each
Vĩnh Tân 4,Coal,Operational,2018,Bình Thuận,1200.0,EVN 2018 Report,PDP7A 2018,Two 600MW units
Mông Dương 1,Coal,Operational,2015,Quảng Ninh,1080.0,EVN 2017 Report,Vinacomin,Two 540MW units
Mông Dương 2,Coal,Operational,2015,Quảng Ninh,1120.0,Vinacomin,PDP7 2015,BOT project
Duyên Hải 1,Coal,Operational,2016,Trà Vinh,1244.0,PDP7A 2016,EVN 2017 Report,Two 622MW units
Duyên Hải 3,Coal,Operational,2014,Trà Vinh,1245.0,EVN 2017 Report,PDP7A,Two 622MW units
Nghi Sơn 1,Coal,Operational,2018,Thanh Hóa,600.0,PDP7A 2018,EVN 2018 Report,Two 300MW units
Sông Hậu I,Coal,Under Construction,2021,Hậu Giang,1200.0,PDP8 Table 2,Report 58,Two 600MW units delayed
Long Phú I,Coal,Suspended,2019,Sóc Trăng,1200.0,PDP8 Table 2,Report 58,78% complete but halted due to sanctions
Vĩnh Tân 2,Coal,Operational,2014,Bình Thuận,1244.0,EVN 2017 Report,Vinacomin,Two 622MW units
Vĩnh Tân 1,Coal,Operational,2018,Bình Thuận,1200.0,PDP7A 2018,PDP8,BOT project
Na Dương II,Coal,Under Construction,2023,Lạng Sơn,110.0,PDP8 Table 2,Report 32,CFB for low-grade coal
An Khánh - Bắc Giang,Coal,Under Construction,2023,Bắc Giang,650.0,PDP8 Table 2,Report 58,CFB technology
Vũng Áng II,Coal,Under Construction,2024,Hà Tĩnh,1330.0,PDP8 Table 2,Report 58,BOT with Thai investors
Quảng Trạch I,Coal,Under Construction,2024,Quảng Bình,1403.0,PDP8 Table 2,Report 58,Transferred from PVN to EVN
Vân Phong I,Coal,Under Construction,2023,Khánh Hòa,1432.0,PDP8 Table 2,Report 58,BOT project
Thái Bình II,Coal,Delayed,2021,Thái Bình,1200.0,PDP8 Table 3,Report 58,Significant delays 3+ years
Nam Định I,Coal,Delayed,2024,Nam Định,1200.0,PDP8 Table 3,Report 58,Slow progress on BOT contract
Quảng Trị,Coal,Delayed,2026,Quảng Trị,1320.0,PDP8 Table 3,Report 58,Thai investor EGATI
Vĩnh Tân III,Coal,Delayed,2025,Bình Thuận,1980.0,PDP8 Table 3,Report 58,VTEC BOT project
Sông Hậu II,Coal,Delayed,2027,Hậu Giang,2120.0,PDP8 Table 3,Report 58,Toyo Ink BOT delayed
Nghi Sơn II,Coal,Proposed,2022,Thanh Hóa,1200.0,PDP8 Table 1,PDP7A,Marubeni-KEPCO BOT
Cẩm Phả III,Coal,Proposed,2026,Quảng Ninh,440.0,PDP8 Table 3,Report 32,Two 220MW units
Quỳnh Lập I,Coal,Proposed,2026,Thanh Hóa,1200.0,PDP8 Table 3,Report 32,Vinacomin project
Hải Phòng III,Coal,Proposed,2029,Hải Phòng,1200.0,PDP8 Table 3,Report 32,Four 300MW units
Hải Hà II-IV,Coal,Proposed,2028,Quảng Ninh,1200.0,PDP8 Table 4,PDP7A,Cogeneration expansion
Formosa Hà Tĩnh II,Coal,Operational,2020,Hà Tĩnh,650.0,PDP8 Table 4,PDP7A,Captive for steel complex
Nhiệt điện đồng phát Hải Hà 1,Coal,Proposed,2021,Quảng Ninh,300.0,PDP8 Table 4,Report 58,Cogeneration industrial
Nhiệt điện đồng phát Hải Hà 2,Coal,Proposed,2025,Quảng Ninh,600.0,PDP8 Table 4,PDP8,Cogeneration industrial
Nhiệt điện đồng phát Hải Hà 3,Coal,Proposed,2027,Quảng Ninh,600.0,PDP8 Table 4,PDP8,Cogeneration industrial
Nhiệt điện đồng phát Hải Hà 4,Coal,Proposed,2028,Quảng Ninh,600.0,PDP8 Table 4,PDP8,Cogeneration industrial
Nhiệt điện đồng phát Đức Giang,Coal,Proposed,2022,Lạng Sơn,100.0,PDP8 Table 4,PDP8,Cogeneration industrial
Nhiệt điện khí dư Hòa Phát II,Coal,Proposed,2023,Hải Dương,300.0,PDP8 Table 4,PDP8,Cogeneration for steel
LNG Quảng Ninh,Imported LNG,Proposed,2027,Quảng Ninh,1500.0,PDP8 Table 1,Study E-542 PL9.1,Phase 1 of 4500MW
LNG Quảng Ninh 2,Imported LNG,Proposed,2029,Quảng Ninh,1500.0,PDP8 Table 1,Study E-542 PL9.1,Phase 2
LNG Thái Bình,Imported LNG,Proposed,2028,Thái Bình,1500.0,PDP8 Table 1,Study E-542 PL9.1,First LNG in Red River Delta
LNG Nghi Sơn,Imported LNG,Proposed,2029,Thanh Hóa,1500.0,PDP8 Table 1,Study E-542 PL9.1,Near Nghi Son economic zone
LNG Quảng Trạch II,Imported LNG,Proposed,2028,Quảng Bình,1500.0,PDP8 Table 1,Study E-542 PL9.2,Converted from coal project
LNG Hải Lăng,Imported LNG,Proposed,2026,Quảng Trị,1500.0,PDP8 Table 1,Study E-542 PL9.1,Phase 1 1500MW
LNG Cà Ná,Imported LNG,Proposed,2026,Ninh Thuận,1500.0,PDP8 Table 1,Study E-542 PL9.1,First LNG in Central
Nhơn Trạch 3&4,Imported LNG,Proposed,2022,Đồng Nai,1624.0,PDP8 Table 1,Report 58,1624MW combined
Hiệp Phước I-II,Imported LNG,Proposed,2023,Hồ Chí Minh,2700.0,PDP8 Table 1,Study E-542 PL9.1,Conversion from oil to LNG
Long Sơn,Imported LNG,Proposed,2025,Bà Rịa-Vũng Tàu,1500.0,PDP8 Table 1,Study E-542 PL9.1,Industrial zone supply
Bạc Liêu,Imported LNG,Proposed,2027,Bạc Liêu,3200.0,PDP8 Table 1,Study E-542 PL9.1,Large LNG in Mekong Delta
Bà Rịa 2,Imported LNG,Proposed,2025,Bà Rịa-Vũng Tàu,1200.0,Study E-542 PL9.1,PDP8 draft,Expansion
Phú Mỹ 3.1,Imported LNG,Proposed,2025,Bà Rịa-Vũng Tàu,850.0,Study E-542 PL9.1,PDP8 draft,Next to Phu My complex
Kiên Giang,Imported LNG,Proposed,2022,Kiên Giang,1500.0,PDP8 Table 1,Report 58,PVN pre-FS completed
Sơn Mỹ II,Imported LNG,Proposed,2023,Bình Thuận,2250.0,PDP8 Table 1,Study E-542 PL9.1,2250MW plant
Sơn Mỹ I,Imported LNG,Proposed,2026,Bình Thuận,2250.0,PDP8 Table 1,Study E-542 PL9.1,2250MW plant
Cái Mép H,Imported LNG,Proposed,2030,Bà Rịa-Vũng Tàu,6000.0,Study E-542 PL9.1,PDP8 draft,Large complex
Tân Phúc,Imported LNG,Proposed,2028,Tiền Giang,4500.0,Study E-542 PL9.1,PDP8 draft,4500MW complex
Long An I-II,Imported LNG,Proposed,2025,Long An,3000.0,PDP8 Table 1,Study E-542 PL9.1,3000MW total
Cà Mau,Imported LNG,Proposed,2030,Cà Mau,4500.0,Study E-542 PL9.1,PDP8 draft,4500MW complex
Bến Tre,Imported LNG,Proposed,2032,Bến Tre,3000.0,Study E-542 PL9.1,PDP8 draft,3000MW plant
Sông Đốc,Imported LNG,Proposed,2031,Cà Mau,3000.0,Study E-542 PL9.1,PDP8 draft,3000MW plant
Tân Thuận,Imported LNG,Proposed,2031,Cà Mau,3200.0,Study E-542 PL9.1,PDP8 draft,3200MW plant
Ô Môn I,Domestic Gas,Operational,2004,Cần Thơ,660.0,PDP8 Table 5,Report 58,Converted from oil to gas Lô B
Ô Môn II,Domestic Gas,Proposed,2026,Cần Thơ,1050.0,PDP8 Table 5,Study E-542,Uses gas Lô B
Ô Môn III,Domestic Gas,Under Construction,2021,Cần Thơ,750.0,PDP8 Table 5,Report 58,ODA project delayed to 2025
Ô Môn IV,Domestic Gas,Proposed,2023,Cần Thơ,1050.0,PDP8 Table 5,Report 58,Uses gas Lô B
Dung Quất I,Domestic Gas,Proposed,2023,Quảng Ngãi,750.0,PDP8 Table 5,Report 58,Uses Cá Voi Xanh gas
Dung Quất II,Domestic Gas,Proposed,2025,Quảng Ngãi,750.0,PDP8 Table 5,Study E-542,Uses Cá Voi Xanh gas
Dung Quất III,Domestic Gas,Proposed,2026,Quảng Ngãi,750.0,PDP8 Table 5,Study E-542,Uses Cá Voi Xanh gas
TBKHH Miền Trung I,Domestic Gas,Proposed,2022,Quảng Trị,750.0,PDP8 Table 5,Report 58,Uses Báo Vàng gas
TBKHH Miền Trung II,Domestic Gas,Proposed,2024,Quảng Trị,750.0,PDP8 Table 5,Study E-542,Uses Báo Vàng gas
TBKHH Quảng Trị,Domestic Gas,Proposed,2025,Quảng Trị,340.0,PDP8 Table 5,Study E-542,Uses Báo Vàng gas
Phú Mỹ I Expansion,Imported LNG,Proposed,2025,Bà Rịa-Vũng Tàu,545.0,Study E-542 PL9.1,PDP8 draft,Expansion of Phu My I
Hải Hà I-IV,Coal,Operational,2020,Quảng Ninh,1200.0,PDP8 Table 4,PDP7A,Cogeneration plants
Đức Giang,Coal,Proposed,2022,Lạng Sơn,100.0,PDP8 Table 4,PDP8,Cogeneration industrial
Rạng Đông,Coal,Proposed,2025,Nam Định,2400.0,PDP8 Table 4,Study E-542,Large cogeneration
Kim Sơn,Coal,Proposed,2027,Ninh Bình,3000.0,PDP8 Table 4,Study E-542,Cogeneration complex
Phú Thọ,Coal,Proposed,2024,Phú Thọ,600.0,Study E-542 PL9.2,PDP8 draft,Proposed coal plant
Thái Bình III,Imported LNG,Proposed,2029,Thái Bình,4000.0,Study E-542 PL9.1,PDP8 draft,Large LNG complex
Hải Phòng 3-4,Coal,Proposed,2029,Hải Phòng,1200.0,Study E-542 PL9.2,PDP8 draft,Vinacomin coal project
Mông Dương 3,Coal,Proposed,2030,Quảng Ninh,1000.0,Vinacomin,Study E-542,Potential expansion
Thanh Hóa,Imported LNG,Proposed,2030,Thanh Hóa,5000.0,Study E-542 PL9.1,PDP8 draft,Large complex
Hà Tĩnh,Imported LNG,Proposed,2030,Hà Tĩnh,6000.0,Study E-542 PL9.1,PDP8 draft,Conversion of Formosa area
Quảng Bình,Imported LNG,Proposed,2028,Quảng Bình,3000.0,Study E-542 PL9.1,PDP8 draft,New LNG location
Quảng Nam,Imported LNG,Proposed,2029,Quảng Nam,4000.0,Study E-542 PL9.1,PDP8 draft,Central region LNG
Khánh Hòa 2,Imported LNG,Proposed,2027,Khánh Hòa,1500.0,Study E-542 PL9.1,PDP8 draft,Second LNG in Khanh Hoa
Bà Rịa 3-4,Imported LNG,Proposed,2028,Bà Rịa-Vũng Tàu,2400.0,Study E-542 PL9.1,PDP8 draft,Expansion
Kê Gà 2,Imported LNG,Proposed,2029,Bình Thuận,1500.0,Study E-542 PL9.1,PDP8 draft,Expansion
Mỹ Giang 1-2,Imported LNG,Proposed,2030,Bình Thuận,6000.0,Study E-542 PL9.1,PDP8 draft,Large complex
Long Sơn I-II,Imported LNG,Proposed,2026,Bà Rịa-Vũng Tàu,4500.0,Study E-542 PL9.1,PDP8 draft,Industrial park supply
Cái Mép,Imported LNG,Proposed,2031,Bà Rịa-Vũng Tàu,6000.0,Study E-542 PL9.1,PDP8 draft,Deepwater port advantage
Mũi Kê Gà,Imported LNG,Proposed,2028,Bình Thuận,3600.0,Study E-542 PL9.1,PDP8 draft,Strategic location
Cửu Long,Imported LNG,Proposed,2032,Trà Vinh,3000.0,Study E-542 PL9.1,PDP8 draft,Mekong Delta hub
Cần Thơ,Imported LNG,Proposed,2030,Cần Thơ,3000.0,Study E-542 PL9.1,PDP8 draft,Mekong Delta supply
Sông Đốc 2,Imported LNG,Proposed,2031,Cà Mau,3000.0,Study E-542 PL9.1,PDP8 draft,Mekong Delta south
Bến Tre 2,Imported LNG,Proposed,2033,Bến Tre,2400.0,Study E-542 PL9.1,PDP8 draft,Mekong Delta
Bạc Liêu 2-3,Imported LNG,Proposed,2030,Bạc Liêu,2400.0,Study E-542 PL9.1,PDP8 draft,Expansion
Phước Long,Imported LNG,Proposed,2029,Bình Phước,1500.0,Study E-542 PL9.1,PDP8 draft,Inland LNG concept
Tây Ninh,Imported LNG,Proposed,2030,Tây Ninh,1500.0,Study E-542 PL9.1,PDP8 draft,Inland LNG concept
An Giang,Coal,Cancelled,2025,An Giang,1200.0,Study E-542 PL9.2,PDP8 draft,Cancelled due to environmental concerns
Uông Bí III,Coal,Cancelled,2029,Quảng Ninh,1200.0,Study E-542 PL9.2,PDP8 draft,Cancelled replaced by LNG
Long Phú II,Coal,Suspended,2025,Sóc Trăng,1320.0,PDP8 Table 3,Report 58,Suspended since 2019
Kiên Lương I-II,Coal,Cancelled,2020,Kiên Giang,3600.0,Study E-542 PL9.2,Report 58,Permits revoked
Biên Hòa,Oil,Decommissioned,1990,Đồng Nai,100.0,EVN Annual Report 2010-2011,PDP7,Decommissioned 2015
Cần Thơ 2,Oil,Decommissioned,2000,Cần Thơ,50.0,EVN Annual Report 2010-2011,PDP7,Decommissioned
Ninh Bình I,Coal,Decommissioned,1975,Ninh Bình,100.0,Report 32,PDP8,Retired 2021
Uông Bí I,Coal,Decommissioned,1975,Quảng Ninh,105.0,Report 32,PDP8,Retired 2021
Cần Thơ Oil,Oil,Decommissioned,1995,Cần Thơ,150.0,Report 32,PDP8,Retired 2021
Thủ Đức Oil,Oil,Decommissioned,1975,Hồ Chí Minh,272.0,Report 58,PDP8,Retired 2020
Hiệp Phước Oil,Oil,Decommissioned,2004,Hồ Chí Minh,375.0,PDP8 Table 1,Report 58,Converted to LNG
Phú Mỹ Oil,Oil,Decommissioned,1990,Bà Rịa-Vũng Tàu,100.0,EVN Annual Report 2010-2011,PDP7,Converted to gas
Bà Rịa Oil,Oil,Decommissioned,1985,Bà Rịa-Vũng Tàu,50.0,EVN Annual Report 2010-2011,PDP7,Converted to gas
Nhà máy điện Thái Nguyên,Coal,Operational,2018,Thái Nguyên,50.0,PDP8 Table 4,PDP7A,Cogeneration steel plant
Nhiệt điện Formosa Đồng Nai,Coal,Operational,2015,Đồng Nai,150.0,PDP7A 2016,PDP8,Captive power
Nhiệt điện Hải Dương,Coal,Proposed,2025,Hải Dương,150.0,PDP8 Table 4,Report 58,Cogeneration industrial
Nhiệt điện Hưng Nghiệp,Coal,Proposed,2024,Bắc Giang,200.0,PDP8 Table 4,Study E-542,Cogeneration industrial
Nhiệt điện Phú Riềng,Coal,Proposed,2026,Bình Phước,150.0,PDP7A,PDP8,Cogeneration rubber factory
Nhiệt điện Lâm Đồng,Coal,Proposed,2027,Lâm Đồng,180.0,PDP7A,Study E-542,Cogeneration industrial
Nhiệt điện Đại Dương,Coal,Proposed,2025,Thanh Hóa,120.0,PDP7A,PDP8,Fishery processing
Nhiệt điện Thái Duong,Coal,Proposed,2024,Nghệ An,110.0,PDP7A,PDP8,Wood processing
Nhiệt điện Hải Vương,Coal,Proposed,2025,Bình Định,150.0,PDP7A,PDP8,Cement plant cogeneration
Nhiệt điện Nhà Bè,Gas,Operational,2017,Hồ Chí Minh,150.0,PDP7A,PDP8,Petrochemical cogeneration
Nhiệt điện Lộc Trời,Gas,Proposed,2026,Long An,120.0,PDP7A,PDP8,Agricultural processing
Nhiệt điện Cao su,Gas,Proposed,2025,Bình Dương,180.0,PDP7A,PDP8,Rubber processing
Nhiệt điện Đại An,Oil,Operational,2010,Đà Nẵng,50.0,PDP7A,PDP8,Industrial zone backup
Nhiệt điện Phú Tài,Oil,Operational,2012,Bình Định,45.0,PDP7A,PDP8,Textile factory
Nhiệt điện Nam Trung,Oil,Operational,2013,Quảng Nam,40.0,PDP7A,PDP8,Industrial zone
Nhiệt điện Phú Yên,Coal,Proposed,2025,Phú Yên,200.0,PDP7A,PDP8,Cogeneration industrial
Nhiệt điện Quy Nhơn,Coal,Proposed,2026,Bình Định,180.0,PDP7A,PDP8,Cogeneration port
Nhiệt điện Vị Thanh,Coal,Proposed,2027,Hậu Giang,150.0,PDP7A,PDP8,Agricultural processing
Nhiệt điện Gò Đống,Gas,Proposed,2025,An Giang,120.0,PDP7A,PDP8,Food processing
Nhiệt điện Cà Mau,Gas,Proposed,2026,Cà Mau,200.0,PDP7A,PDP8,Seafood processing
Nhiệt điện Long Điền,Gas,Operational,2018,Bà Rịa-Vũng Tàu,110.0,PDP7A,PDP8,Industrial zone
Nhiệt điện Tây Ninh,Coal,Proposed,2025,Tây Ninh,160.0,PDP7A,PDP8,Tire factory cogeneration
