name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
Nhà máy nhiệt điện Thái Bình 1,Coal,Operational,2017,Thái Bình,600.0,,,
Nhà máy nhiệt điện Mạo Khê,Coal,Operational,2013,Quảng Ninh,440.0,,,
Nhà máy nhiệt điện Na Dương,Coal,Operational,2005,Lạng Sơn,110.0,,,
Nhà máy nhiệt điện Cao Ngạn,Coal,Operational,2012,Thái Nguyên,115.0,,,
Nhà máy nhiệt điện Cẩm Phả,Coal,Operational,2011,Quảng Ninh,600.0,,,
Nhà máy nhiệt điện Sơn Đông,Coal,Operational,2012,Quảng Ninh,220.0,,,
Nhà máy nhiệt điện Nông Sơn,Coal,Operational,2013,Quảng Ninh,30.0,,,
Nhà máy nhiệt điện Formosa Hà Tĩnh 2,Coal,Operational,2016?,Hà Tĩnh,150.0,,,Captive plant.
Nhà máy nhiệt điện Formosa Hà Tĩnh 3&4,Domestic gas (BFG),Operational,2016?,Hà Tĩnh,0,,,Captive plant
Nhà máy nhiệt điện Formosa Hà Tĩnh 5,Coal,Operational,2016?,Hà Tĩnh,150.0,,,Captive plant.
Nhà máy nhiệt điện Vũng Áng 1,Coal,Operational,2014,Hà Tĩnh,1200.0,,,
Nhà máy nhiệt điện Vĩnh Tân 1,Coal,Operational,2018,Bình Thuận,1200.0,,,
Nhà máy nhiệt điện Mông Dương 2,Coal,Operational,2016,Quảng Ninh,1200.0,,,
Nhà máy nhiệt điện Vĩnh Tân 3,Coal,Under construction,2024-2025 (est.),Bình Thuận,1980.0,,,
Nhà máy nhiệt điện Vân Phong 1,Coal,Under construction,2023-2024 (est.),Khánh Hòa,1320.0,,,
Nhà máy nhiệt điện Nghi Sơn 2,Coal,Under construction,2022-2023 (est.),Thanh Hóa,1200.0,,,
Nhà máy nhiệt điện Hải Dương,Coal,Under construction,2021-2022 (est.),Hải Dương,1200.0,,,
Nhà máy nhiệt điện Nam Định 1,Coal,Under construction,2024-2025 (est.),Nam Định,1200.0,,,
Nhà máy nhiệt điện Vũng Áng 2,Coal,Under construction,2024-2025 (est.),Hà Tĩnh,1200.0,,,
Nhà máy nhiệt điện Sông Hậu 2,Coal,Under construction,2024-2025 (est.),Hậu Giang,2000.0,,,
Nhà máy nhiệt điện Long Phú II,Coal,Suspended,?,Sóc Trăng,1320.0,,,Project delayed
Nhà máy nhiệt điện Duyên Hải 2,Coal,Under construction,2021-2022 (est.),Trà Vinh,1200.0,,,
Nhà máy nhiệt điện Quảng Trị,Coal,Suspended,?,Quảng Trị,1320.0,,,Facing delays
Nhà máy nhiệt điện Quảng Trạch I,Coal,Under construction,2024-2025 (est.),Quảng Bình,1200.0,,,Transferred from PVN.
Nhà máy nhiệt điện Quỳnh Lập I,Coal,Proposed,2026 (est.),Nghệ An,1200.0,,,
Nhà máy nhiệt điện Hải Phòng III,Coal,Proposed,2028-2029 (est.),Hải Phòng,1200.0,,,
Nhà máy nhiệt điện Cẩm Phả III,Coal,Proposed,2020 (was),Quảng Ninh,440.0,,,Significantly delayed.
Nhà máy nhiệt điện Na Dương II,Coal,Under construction,2023 (est.),Lạng Sơn,110.0,,,
Nhà máy nhiệt điện An Khánh - Bắc Giang,Coal,Under construction,2023 (est.),Bắc Giang,650.0,,,
Nhà máy nhiệt điện Công Thanh,Coal,Under construction,2024 (est.),Thanh Hóa,600.0,,,
Nhà máy nhiệt điện Thăng Long,Coal,Operational,2018,Quảng Ninh,600.0,,,
Nhà máy nhiệt điện Long Phú I,Coal,Under construction,2023 (est.),Sóc Trăng,1200.0,,,
Nhà máy nhiệt điện Sông Hậu I,Coal,Under construction,2021-2022 (est.),Hậu Giang,1200.0,,,
Nhà máy nhiệt điện Long Phú III,Coal,Suspended,?,Sóc Trăng,1800.0,,,PVN transferred to Banpu (Thailand)
Nhà máy nhiệt điện đồng phát Hải Hà 1,Coal,Proposed,2019 (was),Quảng Ninh,150.0,,,
Nhà máy nhiệt điện đồng phát Hải Hà 2,Coal,Proposed,2022 (was),Quảng Ninh,750.0,,,
Nhà máy nhiệt điện đồng phát Hải Hà 3,Coal,Proposed,2025 (was),Quảng Ninh,600.0,,,
Nhà máy nhiệt điện đồng phát Hải Hà 4,Coal,Proposed,2028 (was),Quảng Ninh,600.0,,,
Nhà máy nhiệt điện đồng phát Đức Giang,Coal/Waste heat,Proposed,2021-2030,Hà Nội,100.0,,,
Nhà máy nhiệt điện Formosa Hà Tĩnh 6&7,Coal,Proposed,2020 (was),Hà Tĩnh,0,,,Captive plant.
Nhà máy nhiệt điện Formosa Hà Tĩnh 8&9,Domestic gas (BFG),Proposed,2020 (was),Hà Tĩnh,0,,,Captive plant.
Nhà máy nhiệt điện Formosa Hà Tĩnh 10,Coal,Proposed,2020 (was),Hà Tĩnh,150.0,,,Captive plant.
Nhà máy nhiệt điện đồng phát Rạng Đông,Coal,Proposed,2025 (was),Nam Định,100.0,,,
Nhà máy nhiệt điện Vân Phong II,Coal,Proposed,2030+,Khánh Hòa,1320.0,,,
Nhà máy nhiệt điện Quảng Trạch II,Coal,Proposed,2028-2029 (was),Quảng Bình,1200.0,,,May be converted to LNG.
Nhà máy nhiệt điện Bắc Giang,Coal,Proposed,2026 (was),Bắc Giang,300.0,,,
Nhà máy nhiệt điện Than Bình Định I,Coal,Proposed,2026 (was),Bình Định,600.0,,,
Nhà máy nhiệt điện Than Bình Định II,Coal,Proposed,2029 (was),Bình Định,2000.0,,,
Nhà máy nhiệt điện Tân Phước I,Coal,Proposed,2029-2030 (was),Tiền Giang,1200.0,,,
Nhà máy nhiệt điện Tân Phước II,Coal,Proposed,2028-2029 (was),Tiền Giang,1200.0,,,
Nhà máy nhiệt điện Bạc Liêu I,Coal,Proposed,2029-2030 (was),Bạc Liêu,1200.0,,,May be converted to LNG.
Nhà máy nhiệt điện Long An I,Coal/LNG,Suspended/Cancelled,2024-2025 (was),Long An,1200.0,,,Officially switched to LNG in plans
Nhà máy nhiệt điện Long An II,Coal/LNG,Suspended/Cancelled,2026-2027 (was),Long An,1600.0,,,Officially switched to LNG in plans
Nhà máy nhiệt điện Vũng Áng III,Coal,Suspended/Cancelled,2024-2029 (was),Hà Tĩnh,2400.0,,,Appears cancelled or indefinitely delayed.
Nhà máy nhiệt điện Quỳnh Lập II,Coal,Suspended/Cancelled,2027-2028 (was),Nghệ An,1200.0,,,Appears cancelled or indefinitely delayed.
Nhà máy nhiệt điện Kiên Lương I,Coal,Cancelled,?,Kiên Giang,1200.0,,,License revoked.
Nhà máy nhiệt điện Kiên Lương II,Coal,Cancelled,?,Kiên Giang,1200.0,,,
Nhà máy nhiệt điện Kiên Lương III,Coal,Cancelled,?,Kiên Giang,2000.0,,,
Nhà máy nhiệt điện Nhiệt điện khí Phú Mỹ 1,Domestic gas,Operational,2000,Bà Rịa - Vũng Tàu,1090.0,,,
Nhà máy nhiệt điện khí Phú Mỹ 2.1,Domestic gas,Operational,2004,Bà Rịa - Vũng Tàu,900.0,,,
Nhà máy nhiệt điện khí Phú Mỹ 4,Domestic gas,Operational,2004,Bà Rịa - Vũng Tàu,450.0,,,
Nhà máy nhiệt điện khí Phú Mỹ 2.2 (BOT),Domestic gas,Operational,2005,Bà Rịa - Vũng Tàu,740.0,,,
Nhà máy nhiệt điện khí Phú Mỹ 3 (BOT),Domestic gas,Operational,2004,Bà Rịa - Vũng Tàu,740.0,,,
Nhà máy nhiệt điện khí Bà Rịa,Domestic gas,Operational,2006,Bà Rịa - Vũng Tàu,389.0,,,
Nhà máy nhiệt điện khí Nhơn Trạch 1,Domestic gas,Operational,2009,Đồng Nai,450.0,,,
Nhà máy nhiệt điện khí Nhơn Trạch 2,Domestic gas,Operational,2011,Đồng Nai,750.0,,,
Nhà máy nhiệt điện khí Cà Mau 1,Domestic gas,Operational,2008,Cà Mau,750.0,,,
Nhà máy nhiệt điện khí Cà Mau 2,Domestic gas,Operational,2008,Cà Mau,750.0,,,
Nhà máy nhiệt điện Thủ Đức,Domestic gas/oil,Operational,1976,TP. Hồ Chí Minh,165.0,,,Can run on oil. Phases may be decommissioned.
Nhà máy nhiệt điện Cần Thơ,Oil,Operational,1998,Cần Thơ,33.0,,,Status unclear
Nhà máy nhiệt điện Ô Môn I,Oil,Operational,2005,Cần Thơ,660.0,,,Planned to convert to gas (Lô B).
Nhà máy nhiệt điện Hiệp Phước,Oil/Diesel,Operational,2007,TP. Hồ Chí Minh,375.0,,,Phases may be decommissioned.
Nhà máy nhiệt điện Nhơn Trạch 3 & 4,Imported LNG,Under construction,2023-2024 (est.),Đồng Nai,1500.0,,,
Nhà máy nhiệt điện khí chu trình hỗn hợp Sơn Mỹ II,Imported LNG,Proposed,2026-2028 (est.),Bình Thuận,2250.0,,,
Nhà máy nhiệt điện khí chu trình hỗn hợp Sơn Mỹ I (BOT),Imported LNG,Proposed,2028-2029 (est.),Bình Thuận,2250.0,,,
Nhà máy nhiệt điện khí LNG Long Sơn,Imported LNG,Proposed,2025-2026 (est.),Bà Rịa - Vũng Tàu,1500.0,,,
Nhà máy nhiệt điện khí LNG Long An I,Imported LNG,Proposed,2025-2026 (est.),Long An,1500.0,,,
Nhà máy nhiệt điện khí LNG Long An II,Imported LNG,Proposed,2031-2035,Long An,1500.0,,,
Nhà máy nhiệt điện khí LNG Bạc Liêu,Imported LNG,Proposed,2025-2027 (est.),Bạc Liêu,3200.0,,,
Nhà máy nhiệt điện khí LNG Hiệp Phước giai đoạn I,Imported LNG,Proposed,2021-2030,TP. Hồ Chí Minh,1200.0,,,
Nhà máy nhiệt điện khí LNG Quảng Ninh,Imported LNG,Proposed,2021-2030,Quảng Ninh,1500.0,,,
Nhà máy nhiệt điện khí LNG Thái Bình,Imported LNG,Proposed,2021-2030,Thái Bình,1500.0,,,
Nhà máy nhiệt điện khí LNG Nghi Sơn,Imported LNG,Proposed,2021-2030,Thanh Hóa,1500.0,,,
Nhà máy nhiệt điện khí LNG Quảng Trạch II (chuyển đổi),Imported LNG,Proposed,2021-2030,Quảng Bình,1500.0,,,Converted from coal.
Nhà máy nhiệt điện khí LNG Quỳnh Lập/Nghi Sơn,Imported LNG,Proposed,2021-2030,Nghệ An/Thanh Hóa,1500.0,,,
Nhà máy nhiệt điện khí LNG Hải Lăng giai đoạn 1,Imported LNG,Proposed,2021-2030,Quảng Trị,1500.0,,,
Nhà máy nhiệt điện khí LNG Cà Ná,Imported LNG,Proposed,2021-2030,Ninh Thuận,1500.0,,,
Nhà máy nhiệt điện khí LNG TBKHH Ô Môn III,Domestic gas (Lô B),Under construction,2025 (est.),Cần Thơ,1050.0,,,
Nhà máy nhiệt điện khí LNG TBKHH Ô Môn IV,Domestic gas (Lô B),Under construction,2023 (est.),Cần Thơ,1050.0,,,
Nhà máy nhiệt điện khí LNG TBKHH Ô Môn II,Domestic gas (Lô B),Proposed,2026 (est.),Cần Thơ,1050.0,,,
Nhà máy nhiệt điện khí TBKHH Dung Quất I,Domestic gas (Cá Voi Xanh),Under construction,2024 (est.),Quảng Ngãi,750.0,,,
Nhà máy nhiệt điện khí TBKHH Dung Quất II,Domestic gas (Cá Voi Xanh),Proposed,2026 (est.),Quảng Ngãi,750.0,,,
Nhà máy nhiệt điện khí TBKHH Dung Quất III,Domestic gas (Cá Voi Xanh),Proposed,2025 (est.),Quảng Ngãi,750.0,,,
Nhà máy nhiệt điện khí TBKHH Miền Trung I,Domestic gas (Cá Voi Xanh),Under construction,2024-2025 (est.),Quảng Trị/Quảng Ngãi,750.0,,,
Nhà máy nhiệt điện khí TBKHH Miền Trung II,Domestic gas (Cá Voi Xanh),Proposed,2024 (est.),Quảng Trị/Quảng Ngãi,750.0,,,
Nhà máy nhiệt điện khí TBKHH Quảng Trị (Báo Vàng),Domestic gas (Báo Vàng),Proposed,2021-2030,Quảng Trị,340.0,,,
Nhà máy nhiệt điện khí TBKHH Kiên Giang I,Domestic gas (Lô B),Proposed,2021-2022 (was),Kiên Giang,750.0,,,Delayed
Nhà máy nhiệt điện khí TBKHH Kiên Giang II,Domestic gas (Lô B),Proposed,2022 (was),Kiên Giang,750.0,,,Delayed
Nhà máy nhiệt điện Bourbon,Diesel,Operational,2004,Bà Rịa - Vũng Tàu,24.0,,,Captive? Small capacity but included as >20MW.
Nhà máy nhiệt điện Amata,Diesel,Operational,2006,Đồng Nai,14.0,,,Captive? Small capacity but included as >20MW.
Nhà máy nhiệt điện Vê Dan,Coal (cogeneration),Operational,2016,Quảng Ninh,0,,,60 MW coal + 21 MW gas turbine (from coke gas?). Listed separately in some reports.
Nhà máy nhiệt điện Đạm Phú Mỹ,Coke oven gas,Operational,2005,Bà Rịa - Vũng Tàu,21.0,,,
Nhà máy nhiệt điện hóa dầu Long Sơn,Refinery gas/Oil,Operational,2018,Bà Rịa - Vũng Tàu,225.0,,,
Nhà máy nhiệt điện khí dư Hòa Phát II,Blast Furnace Gas,Proposed,2021-2030,Hà Tĩnh,300.0,,,Captive plant.
